input1	input2	label
u	uncertain	ncertain
s	fgets	fget
i	citrus	ctrus
t	paramount	paramoun
a	cameltoe	cmeltoe
u	upright	pright
k	breakfasts	breafasts
i	inspectors	nspectors
g	emergencies	emerencies
u	reuse	rese
s	ernest	ernet
g	sightseeing	sihtseein
e	shocked	shockd
r	therapies	theapies
o	alcoholic	alchlic
a	bakery	bkery
a	lieutenant	lieutennt
d	orchid	orchi
i	histories	hstores
s	loses	loe
e	widget	widgt
t	renault	renaul
i	atkins	atkns
r	variability	vaiability
s	comoros	comoro
u	suede	sede
b	observatory	oservatory
d	soda	soa
d	waited	waite
v	preventive	preentie
c	peach	peah
a	calculus	clculus
s	stefan	tefan
r	selector	selecto
p	gop	go
r	breathe	beathe
a	diaper	diper
u	dunn	dnn
r	hotwire	hotwie
g	ngo	no
s	smiling	miling
u	ounces	onces
p	pvt	vt
c	economically	eonomially
t	uncut	uncu
t	intact	inac
g	noting	notin
s	shifting	hifting
u	samurai	samrai
t	atp	ap
s	moines	moine
s	subtotal	ubtotal
f	coefficients	coeicients
u	duplex	dplex
i	ivy	vy
p	mvp	mv
l	delegate	deegate
g	lightly	lihtly
t	negotiated	negoiaed
l	analyzer	anayzer
n	herman	herma
t	congestion	congesion
u	runners	rnners
t	stove	sove
t	charset	charse
i	clin	cln
t	accidental	accidenal
l	talents	taents
i	nixon	nxon
u	refuge	refge
a	brady	brdy
e	guadeloupe	guadloup
u	nutrient	ntrient
a	walton	wlton
z	zhang	hang
u	underway	nderway
a	carved	crved
r	ark	ak
e	freak	frak
e	obstacles	obstacls
g	govt	ovt
b	cbc	cc
l	preferably	preferaby
l	bluff	buff
r	excerpts	excepts
p	jasper	jaser
a	formatted	formtted
d	sed	se
w	newborn	neborn
d	sadly	saly
l	laughed	aughed
l	gorillaz	goriaz
i	avail	aval
m	emerson	eerson
l	regulate	reguate
d	orchard	orchar
i	inhibitors	nhbtors
y	mythology	mtholog
t	prestigious	presigious
e	deploy	dploy
s	trousers	trouer
g	gameplay	ameplay
h	hatch	atc
r	replaces	eplaces
b	tomb	tom
n	regina	regia
t	stein	sein
t	shortage	shorage
g	privileged	privileed
i	spill	spll
g	goodness	oodness
i	drift	drft
a	extracts	extrcts
i	professions	professons
r	explored	exploed
m	autism	autis
i	mysteries	mysteres
u	fuller	fller
y	taxpayers	taxpaers
r	martinez	matinez
o	bombing	bmbing
r	decreases	deceases
e	wwe	ww
i	metrics	metrcs
x	winxp	winp
c	crisp	risp
t	inability	inabiliy
r	cor	co
o	goo	g
n	coronary	coroary
d	bldg	blg
t	mediated	mediaed
m	prom	pro
c	scans	sans
k	keeper	eeper
e	reinforced	rinforcd
r	johannesburg	johannesbug
s	spells	pell
n	specifying	specifyig
g	vaginal	vainal
u	buddhist	bddhist
s	isps	ip
e	inevitable	invitabl
e	etiquette	tiqutt
e	rookie	rooki
e	environ	nviron
c	nic	ni
c	theatrical	theatrial
l	coloured	cooured
t	births	birhs
s	cubs	cub
d	interdisciplinary	interisciplinary
w	wheeler	heeler
i	ritual	rtual
u	miguel	migel
k	kerala	erala
l	pulp	pup
s	onset	onet
i	interpreter	nterpreter
y	enzymes	enzmes
e	specimens	spcimns
i	initiation	ntaton
s	analytics	analytic
y	assay	assa
i	jacuzzi	jacuzz
i	reconciliation	reconclaton
o	pots	pts
s	lesbianas	lebiana
r	recognizing	ecognizing
e	parser	parsr
l	leigh	eigh
a	razr	rzr
a	slam	slm
e	respects	rspcts
t	tents	ens
p	plaque	laque
c	accounted	aounted
d	deposited	eposite
l	lowe	owe
e	beavers	bavrs
i	crib	crb
i	styling	stylng
s	snack	nack
n	defending	defedig
p	pulls	ulls
s	autonomous	autonomou
z	weezer	weeer
n	granting	gratig
r	motoring	motoing
r	appropriation	appopiation
r	randomly	andomly
e	condensed	condnsd
h	philippine	pilippine
o	theological	thelgical
l	quietly	quiety
t	semiconductors	semiconducors
e	scenery	scnry
o	coca	cca
c	acs	as
t	peugeot	peugeo
o	bollywood	bllywd
a	mentally	mentlly
c	horoscopes	horosopes
i	drying	dryng
s	assemblies	aemblie
u	noun	non
x	xmas	mas
c	silicone	silione
r	collateral	collateal
c	cpa	pa
l	learner	earner
w	welcomes	elcomes
s	swallow	wallow
a	tara	tr
t	transplant	ransplan
s	scoreboard	coreboard
n	proliferation	proliferatio
t	usenet	usene
u	squid	sqid
r	marines	maines
u	lighthouse	lighthose
v	proves	proes
i	customised	customsed
l	trilogy	triogy
c	crab	rab
n	jen	je
s	brightness	brightne
r	maurice	mauice
b	brooke	rooke
m	consumed	consued
i	maxim	maxm
k	hike	hie
o	bore	bre
i	imdb	mdb
d	depreciation	epreciation
i	clic	clc
n	technically	techically
a	ars	rs
t	pharmacist	pharmacis
m	marley	arley
n	enjoyment	ejoymet
t	typepad	ypepad
w	cows	cos
s	deliveries	deliverie
c	recruiters	reruiters
i	austrian	austran
c	correspond	orrespond
a	slate	slte
a	suzanne	suznne
n	confined	cofied
i	screaming	screamng
a	inhabitants	inhbitnts
d	straightforward	straightforwar
g	delighted	delihted
n	cygwin	cygwi
m	morton	orton
e	peel	pl
g	gprs	prs
e	cue	cu
r	jupiter	jupite
e	simultaneous	simultanous
n	monopoly	moopoly
p	png	ng
g	pornography	pornoraphy
e	debris	dbris
h	han	an
e	intentions	intntions
b	robotics	rootics
n	pagan	paga
d	chopped	choppe
i	widow	wdow
s	contexts	context
c	sac	sa
p	peg	eg
a	randall	rndll
n	benson	beso
v	sleeves	sleees
b	troubled	trouled
f	footnote	ootnote
i	vibrant	vbrant
o	evolving	evlving
e	sweater	swatr
r	approximation	appoximation
k	skies	sies
b	barrett	arrett
i	init	nt
e	burners	burnrs
s	alison	alion
t	fitzgerald	fizgerald
c	kicks	kiks
s	disappeared	diappeared
o	canoe	cane
v	svn	sn
s	sovereign	overeign
i	reminds	remnds
a	organism	orgnism
u	corrupt	corrpt
v	violated	iolated
t	correspondent	corresponden
r	drought	dought
b	bake	ake
h	hurricanes	urricanes
s	oslo	olo
p	symptom	symtom
t	laughter	laugher
f	foreclosures	oreclosures
i	propagation	propagaton
a	audits	udits
r	ignorance	ignoance
i	pesticides	pestcdes
o	explosive	explsive
o	inventor	inventr
n	scaling	scalig
c	juicy	juiy
a	fave	fve
i	residues	resdues
a	ashlee	shlee
o	moody	mdy
t	viet	vie
a	fashioned	fshioned
s	grains	grain
t	vicinity	viciniy
h	thyroid	tyroid
f	purification	puriication
a	heal	hel
i	orbitz	orbtz
t	southeastern	souheasern
i	wizards	wzards
h	horoscope	oroscope
e	invasive	invasiv
y	prosperity	prosperit
i	rainfall	ranfall
i	helsinki	helsnk
a	hardback	hrdbck
u	mum	mm
l	launching	aunching
u	vuitton	vitton
x	nextag	netag
p	pedal	edal
t	inconsistent	inconsisen
o	plantation	plantatin
s	storing	toring
a	asa	s
t	tote	oe
d	jumped	jumpe
s	seemingly	eemingly
d	tuned	tune
n	narnia	aria
a	passionate	pssionte
a	alfa	lf
t	staples	saples
p	twp	tw
r	mayer	maye
c	backward	bakward
r	sour	sou
f	geoff	geo
r	rename	ename
x	atx	at
a	markup	mrkup
t	combustion	combusion
t	breakthrough	breakhrough
r	scrap	scap
e	ietf	itf
e	administer	administr
a	bilateral	bilterl
e	bella	blla
s	blondes	blonde
b	beneficiaries	eneficiaries
i	disposable	dsposable
o	williamson	williamsn
c	sock	sok
m	gentlemen	gentleen
o	copier	cpier
i	uncategorized	uncategorzed
a	terra	terr
i	literal	lteral
u	questioned	qestioned
d	guiding	guiing
c	charcoal	haroal
o	vapor	vapr
b	beware	eware
a	aloud	loud
g	glorious	lorious
c	geforce	gefore
o	overlap	verlap
d	handsome	hansome
e	defaults	dfaults
l	foreclosure	forecosure
o	clarification	clarificatin
d	grounded	groune
l	bail	bai
o	goose	gse
r	espresso	espesso
j	judgement	udgement
i	cruiser	cruser
i	hendrix	hendrx
b	cumberland	cumerland
g	gifted	ifted
m	esteem	estee
e	cascade	cascad
o	endorse	endrse
o	strokes	strkes
e	shelby	shlby
e	hen	hn
r	homeowner	homeowne
c	ancestry	anestry
b	mib	mi
n	dolphins	dolphis
p	adopting	adoting
e	landed	landd
s	nucleus	nucleu
e	tees	ts
d	detached	etache
u	scouts	scots
s	warsaw	waraw
m	mist	ist
u	glu	gl
t	winnt	winn
b	verb	ver
t	tec	ec
i	chic	chc
r	hydro	hydo
l	nonlinear	noninear
o	spokane	spkane
t	objection	objecion
a	phosphate	phosphte
l	playa	paya
o	noisy	nisy
s	csi	ci
e	abide	abid
v	radioactive	radioactie
i	sentinel	sentnel
d	birthdays	birthays
r	desserts	dessets
d	doi	oi
o	socio	sci
m	pcmcia	pccia
v	preserving	presering
s	vest	vet
l	neal	nea
s	economist	economit
g	grooming	roomin
n	meridian	meridia
s	marriages	marriage
r	regret	eget
t	validate	validae
s	stakes	take
a	rotating	rotting
r	nederlands	nedelands
d	brigade	brigae
e	movable	movabl
l	doubles	doubes
t	bst	bs
s	bliss	bli
a	filmography	filmogrphy
a	humiliation	humilition
s	tens	ten
r	litter	litte
t	reflective	reflecive
u	outerwear	oterwear
v	abbreviations	abbreiations
e	executing	xcuting
i	greenwich	greenwch
l	flooding	fooding
a	parse	prse
d	rugged	rugge
y	jelly	jell
p	dsp	ds
s	implementations	implementation
a	grandmother	grndmother
r	renovation	enovation
p	puma	uma
t	appoint	appoin
e	attendees	attnds
t	panthers	panhers
i	perceptions	perceptons
d	greenwood	greenwoo
i	ignition	gnton
l	humble	humbe
c	toc	to
a	downstream	downstrem
r	petrol	petol
m	midway	idway
i	mania	mana
e	edwin	dwin
c	webcasts	webasts
r	accelerator	acceleato
g	masterbating	masterbatin
l	clare	care
f	flyers	lyers
n	recognise	recogise
t	tacoma	acoma
s	hostile	hotile
i	aphrodite	aphrodte
a	radiology	rdiology
i	establishes	establshes
t	whites	whies
t	rant	ran
r	trapped	tapped
t	bolts	bols
i	diplomatic	dplomatc
l	locals	ocas
f	fringe	ringe
i	linguistic	lngustc
n	internally	iterally
n	planetary	plaetary
s	mms	mm
g	tungsten	tunsten
e	typed	typd
c	desc	des
e	datasheet	datasht
l	laurent	aurent
o	shutdown	shutdwn
g	ego	eo
e	manuel	manul
a	xenical	xenicl
t	computerworld	compuerworld
z	gaza	gaa
n	influenza	iflueza
i	gill	gll
t	tattoos	aoos
e	rude	rud
n	sang	sag
l	steele	steee
i	citing	ctng
n	viewpoint	viewpoit
i	peptide	peptde
y	nay	na
a	sweatshirt	swetshirt
h	hassle	assle
s	regents	regent
r	servants	sevants
m	meanings	eanings
e	conception	concption
o	unemployed	unemplyed
l	heavenly	heaveny
e	exeter	xtr
o	docket	dcket
e	amusement	amusmnt
l	dll	d
i	elsevier	elsever
n	nordic	ordic
i	middlesex	mddlesex
c	curl	url
r	privat	pivat
n	albanian	albaia
l	overflow	overfow
r	geometric	geometic
h	hastings	astings
e	subsidies	subsidis
y	taxonomy	taxonom
h	thirds	tirds
i	deli	del
n	willingness	willigess
n	intern	iter
c	implicit	impliit
f	nsf	ns
i	patriotic	patrotc
i	simplify	smplfy
d	darling	arling
t	schwartz	schwarz
t	satan	saan
o	ornaments	rnaments
p	oppose	oose
a	sata	st
e	terrific	trrific
x	xxxx	
g	megan	mean
e	allergies	allrgis
e	definite	dfinit
o	bangalore	bangalre
a	congregation	congregtion
t	regiment	regimen
e	cheer	chr
v	everett	eerett
r	reviewers	eviewes
e	clutter	cluttr
g	misleading	misleadin
y	marty	mart
p	predator	redator
e	vine	vin
a	vale	vle
r	whereby	wheeby
a	deceased	decesed
r	sparks	spaks
i	xlibs	xlbs
i	belgian	belgan
e	adolescents	adolscnts
s	djs	dj
r	simpler	simple
a	captures	cptures
n	coventry	covetry
p	capitalism	caitalism
n	hancock	hacock
a	falkland	flklnd
c	clamp	lamp
u	cur	cr
b	pricegrabber	pricegraer
l	mammals	mammas
g	grape	rape
n	cloning	cloig
a	args	rgs
e	madden	maddn
r	russ	uss
e	peppers	ppprs
d	deeds	ees
v	lively	liely
q	inequality	ineuality
m	smugmug	sugug
u	educator	edcator
e	premature	prmatur
a	visually	visully
r	tripod	tipod
a	immigrant	immigrnt
h	alright	alrigt
a	laguna	lgun
i	limo	lmo
t	demonstrations	demonsraions
e	obsolete	obsolt
g	aligned	alined
s	rust	rut
o	lon	ln
d	pesticide	pesticie
r	interfere	intefee
p	traps	tras
s	shuffle	huffle
b	wardrobe	wardroe
v	vin	in
r	transformers	tansfomes
c	successes	suesses
e	racer	racr
o	fabrication	fabricatin
u	guilt	gilt
p	sweep	swee
s	nash	nah
o	exploited	explited
i	avid	avd
t	outpatient	oupaien
a	bladder	bldder
a	lam	lm
a	inflammatory	inflmmtory
i	iss	ss
i	immunity	mmunty
y	encrypted	encrpted
b	bets	ets
l	wholesalers	whoesaers
l	doyle	doye
k	ducks	ducs
u	coldfusion	coldfsion
d	dcr	cr
r	shooter	shoote
o	switchboard	switchbard
t	paints	pains
v	vince	ince
d	neighbourhood	neighbourhoo
h	cheating	ceating
r	carr	ca
a	fade	fde
o	fluorescent	flurescent
e	tastes	tasts
e	cookware	cookwar
t	storms	sorms
g	lavigne	lavine
m	param	para
d	smiled	smile
i	jurisdictions	jursdctons
u	scrutiny	scrtiny
n	regeneration	regeeratio
r	lunar	luna
i	differentiation	dfferentaton
i	shields	shelds
n	environmentally	evirometally
s	nonsense	nonene
v	invented	inented
t	gradient	gradien
i	ncbi	ncb
i	inserts	nserts
m	kvm	kv
l	elaine	eaine
o	programmable	prgrammable
p	posed	osed
j	subjected	subected
i	tasting	tastng
e	bibtex	bibtx
r	chemotherapy	chemotheapy
w	gwen	gen
b	mob	mo
o	expose	expse
r	borrowing	boowing
i	arises	arses
m	imf	if
t	precautions	precauions
d	branded	brane
f	dysfunction	dysunction
m	manning	anning
l	lisbon	isbon
s	forks	fork
m	monk	onk
x	boxer	boer
s	shining	hining
o	livejournal	livejurnal
p	diazepam	diazeam
g	weigh	weih
d	rodeo	roeo
r	clerical	cleical
a	voyager	voyger
o	hobart	hbart
p	sampler	samler
o	moose	mse
o	jovi	jvi
m	timetable	tietable
r	dorset	doset
s	corrosion	corroion
t	positioned	posiioned
r	checker	checke
u	buenos	benos
w	workstations	orkstations
s	conscience	concience
r	crush	cush
t	cathy	cahy
c	mystic	mysti
l	solicitation	soicitation
d	darren	arren
m	cmp	cp
r	rectangular	ectangula
f	fischer	ischer
p	pooh	ooh
s	enthusiast	enthuiat
u	udp	dp
o	positively	psitively
s	sts	t
a	shaping	shping
h	ich	ic
g	afghan	afhan
r	inspire	inspie
o	paulo	paul
r	torn	ton
n	meantime	meatime
i	pumping	pumpng
e	patented	patntd
r	revival	evival
p	disappear	disaear
v	lever	leer
n	redundant	redudat
c	regency	regeny
s	milfseeker	milfeeker
a	tasty	tsty
s	sbc	bc
d	midland	milan
a	gag	gg
y	synchronization	snchronization
m	mccarthy	ccarthy
a	informatics	informtics
a	oakley	okley
k	heck	hec
a	rants	rnts
o	tarot	tart
e	didrex	didrx
b	brenda	renda
a	civilians	civilins
a	bark	brk
t	carts	cars
s	wasted	wated
e	purdue	purdu
a	cocoa	coco
e	invites	invits
n	cushion	cushio
s	reversed	revered
x	lynx	lyn
a	goa	go
e	figurines	figurins
f	footer	ooter
t	maternal	maernal
c	specimen	speimen
i	jedi	jed
e	seamless	samlss
o	ancestors	ancestrs
n	panther	pather
m	mixes	ixes
g	graves	raves
b	branding	randing
g	ghetto	hetto
r	thr	th
x	examiner	eaminer
r	vineyard	vineyad
d	meadow	meaow
a	panty	pnty
d	feeder	feeer
r	mercer	mece
o	roms	rms
o	goodman	gdman
l	listener	istener
n	subunit	subuit
r	chloride	chloide
i	awaiting	awatng
a	kane	kne
c	becker	beker
s	aires	aire
l	bulls	bus
i	orion	oron
l	commercials	commercias
l	councillor	councior
a	regulators	regultors
u	hurry	hrry
n	influential	ifluetial
k	clarkson	clarson
a	carlson	crlson
r	beneficiary	beneficiay
e	benchmarks	bnchmarks
s	hanson	hanon
o	offspring	ffspring
e	emi	mi
m	panorama	panoraa
t	retrieving	rerieving
t	roth	roh
o	odor	dr
n	demanded	demaded
c	reactor	reator
r	kiribati	kiibati
w	wastes	astes
l	telnet	tenet
l	clash	cash
e	biker	bikr
y	fidelity	fidelit
e	parked	parkd
s	sis	i
l	financials	financias
t	castro	casro
f	flew	lew
a	peanut	penut
e	holden	holdn
l	ale	ae
m	sem	se
v	converters	conerters
u	nauru	nar
a	rhapsody	rhpsody
t	trumpet	rumpe
r	solitaire	solitaie
c	decreasing	dereasing
n	freezing	freezig
a	kaiser	kiser
i	dishwasher	dshwasher
c	rcs	rs
l	wallis	wais
s	criminals	criminal
r	neurons	neuons
i	ios	os
r	retire	etie
r	rumors	umos
a	accomplishments	ccomplishments
c	emergence	emergene
n	feminist	femiist
e	theatres	thatrs
a	apex	pex
i	crimson	crmson
c	compassion	ompassion
s	yds	yd
e	needing	nding
e	twentieth	twntith
e	ive	iv
c	ecosystems	eosystems
n	pronounced	proouced
e	extensively	xtnsivly
i	stain	stan
n	conrad	corad
h	wished	wised
e	transient	transint
k	kicked	iced
o	coloring	clring
c	curb	urb
g	gadget	adet
v	cctv	cct
a	leukemia	leukemi
r	reign	eign
t	trivial	rivial
o	deco	dec
r	ticker	ticke
c	coke	oke
b	habitats	haitats
s	clauses	claue
n	baron	baro
v	remover	remoer
i	sensible	sensble
w	unlawful	unlaful
b	bates	ates
i	incorporates	ncorporates
l	brasil	brasi
e	webs	wbs
s	swinging	winging
c	accountable	aountable
t	thrust	hrus
p	proving	roving
o	unicode	unicde
n	opposing	opposig
o	prod	prd
c	novice	novie
h	spreadsheet	spreadseet
w	hewitt	heitt
o	lowering	lwering
i	dei	de
d	delightful	elightful
a	cane	cne
g	cruising	cruisin
y	fury	fur
r	personalities	pesonalities
y	discography	discograph
f	stiff	sti
o	todo	td
e	encoded	ncodd
c	researching	researhing
a	noah	noh
w	wore	ore
c	christchurch	hristhurh
c	pediatrics	pediatris
t	traces	races
b	rabbi	rai
s	sushi	uhi
y	puffy	puff
p	asap	asa
t	weston	weson
h	headings	eadings
u	enthusiasts	enthsiasts
o	ridiculous	ridiculus
n	scattering	scatterig
e	secretaries	scrtaris
n	onsite	osite
a	mapquest	mpquest
d	contracted	contracte
w	elbow	elbo
f	fights	ights
e	deleting	dlting
o	compilations	cmpilatins
i	therapists	therapsts
p	appealing	aealing
c	scholarly	sholarly
l	detailing	detaiing
a	stark	strk
f	lifestyles	liestyles
o	roberto	rbert
t	dst	ds
n	strongest	strogest
m	hammond	haond
a	swimwear	swimwer
d	padded	pae
p	applet	alet
p	pricetool	ricetool
a	circa	circ
s	revise	revie
r	contributes	contibutes
s	threesomes	threeome
i	surroundings	surroundngs
e	proficiency	proficincy
n	quinn	qui
n	uranium	uraium
o	honours	hnurs
o	consolidate	cnslidate
s	daniels	daniel
b	billions	illions
t	hut	hu
a	daewoo	dewoo
a	antigen	ntigen
r	ultrasound	ultasound
o	stafford	staffrd
g	mgmt	mmt
d	procedural	proceural
o	labrador	labradr
e	refusal	rfusal
m	lima	lia
s	suppression	uppreion
a	weaver	wever
e	cern	crn
n	readiness	readiess
e	secular	scular
c	macros	maros
a	majesty	mjesty
a	msa	ms
i	fishery	fshery
r	teresa	teesa
t	distributing	disribuing
n	estimating	estimatig
d	outdated	outate
s	aussie	auie
a	advisories	dvisories
u	dues	des
r	pewter	pewte
r	lendingtree	lendingtee
b	belmont	elmont
d	distress	istress
m	pumpkin	pupkin
a	notably	notbly
i	intends	ntends
r	trevor	tevo
l	homosexual	homosexua
m	garment	garent
d	acad	aca
g	bilingual	bilinual
r	barbecue	babecue
o	localization	lcalizatin
g	supplying	supplyin
y	secondly	secondl
z	razor	raor
g	cough	couh
a	cerebral	cerebrl
g	grandma	randma
u	customization	cstomization
s	gigs	gig
d	indexing	inexing
o	lori	lri
a	oceans	ocens
s	displacement	diplacement
c	spacecraft	spaeraft
o	ivoire	ivire
d	backwards	backwars
o	arrows	arrws
r	volunteering	volunteeing
o	montserrat	mntserrat
l	telecommunication	teecommunication
y	presumably	presumabl
s	coatings	coating
e	eureka	urka
p	plea	lea
s	constructive	contructive
b	bundles	undles
b	pcb	pc
s	sdk	dk
e	tibet	tibt
e	preparedness	prpardnss
p	pres	res
s	isles	ile
h	stretching	stretcing
v	ovens	oens
s	systemic	ytemic
a	garrett	grrett
e	esther	sthr
o	playoffs	playffs
b	abundant	aundant
t	deductible	deducible
s	adaptors	adaptor
i	priests	prests
m	accompany	accopany
r	compares	compaes
s	forecasting	forecating
a	hesitate	hesitte
s	inspiring	inpiring
a	specialize	specilize
p	prey	rey
n	deposition	depositio
d	drm	rm
e	laurie	lauri
t	tas	as
i	zodiac	zodac
p	pavement	avement
y	enya	ena
b	masterbation	masteration
i	tubing	tubng
e	keller	kllr
n	pedestrian	pedestria
n	fencing	fecig
b	bloomington	loomington
e	artery	artry
o	conditioner	cnditiner
f	plaintiffs	plaintis
i	inlet	nlet
r	rub	ub
e	violate	violat
i	stimulate	stmulate
i	realise	realse
i	fluids	fluds
i	conveniently	convenently
k	lick	lic
s	vanessa	vanea
g	gov	ov
s	stealth	tealth
i	nucleotide	nucleotde
e	ter	tr
e	ness	nss
x	bronx	bron
s	listmania	litmania
y	repayment	repament
m	middot	iddot
e	netgear	ntgar
y	canopy	canop
s	gloss	glo
p	panda	anda
r	crc	cc
i	whip	whp
b	symbian	symian
p	porch	orch
e	pertinent	prtinnt
n	lifelong	lifelog
l	emailed	emaied
e	promoter	promotr
h	chf	cf
e	collegiate	collgiat
a	constants	constnts
d	construed	construe
r	interchange	intechange
r	remotely	emotely
r	clr	cl
c	fletcher	flether
s	concise	concie
z	isuzu	isuu
e	fibers	fibrs
d	handful	hanful
s	brains	brain
s	curtains	curtain
t	eaten	eaen
n	indigo	idigo
e	retaining	rtaining
e	kelley	klly
u	autobiography	atobiography
c	conditioned	onditioned
b	webring	wering
i	prohibition	prohbton
s	motions	motion
r	redirect	ediect
b	interoperability	interoperaility
s	msrp	mrp
l	tuvalu	tuvau
a	shampoo	shmpoo
a	emphasize	emphsize
x	excite	ecite
l	rebels	rebes
m	neoplasms	neoplass
c	artifacts	artifats
e	believing	bliving
v	vac	ac
h	hilarious	ilarious
s	salisbury	alibury
s	pseudo	peudo
u	quoting	qoting
n	sinks	siks
e	steep	stp
r	dinar	dina
t	dynasty	dynasy
c	creed	reed
t	carat	cara
n	nan	a
o	microphones	micrphnes
e	nobel	nobl
e	raiders	raidrs
g	galaxies	alaxies
r	spreads	speads
v	verlag	erlag
c	elegance	elegane
t	volatile	volaile
s	pointers	pointer
r	sensory	sensoy
r	scrapbook	scapbook
d	dummies	ummies
t	throne	hrone
u	magnesium	magnesim
i	pagina	pagna
k	kenwood	enwood
r	chartered	chateed
s	slopes	lope
y	socially	sociall
a	unfortunate	unfortunte
e	seized	sizd
n	roundup	roudup
a	territorial	territoril
a	leases	leses
a	imac	imc
c	consisted	onsisted
l	randolph	randoph
e	faxes	faxs
p	plump	lum
s	uss	u
i	memoirs	memors
i	alkaline	alkalne
e	expire	xpir
c	och	oh
i	wwii	ww
d	midst	mist
l	methyl	methy
e	campuses	campuss
r	borne	bone
e	forgive	forgiv
a	ramada	rmd
t	competitor	compeior
f	mansfield	mansield
i	neighbours	neghbours
e	tesco	tsco
n	marvin	marvi
a	dba	db
u	architectures	architectres
o	conversions	cnversins
i	acdbline	acdblne
e	usable	usabl
m	tempo	tepo
g	getty	etty
a	mutations	muttions
c	cdr	dr
l	readable	readabe
c	almanac	almana
y	conway	conwa
g	gail	ail
m	msi	si
r	responds	esponds
n	denote	deote
e	slayer	slayr
y	payne	pane
p	prog	rog
r	firewalls	fiewalls
s	tester	teter
n	polling	pollig
f	fifa	ia
s	purchaser	purchaer
s	bins	bin
e	relies	rlis
t	inserting	insering
i	tibetan	tbetan
a	prepares	prepres
d	concludes	conclues
m	consumables	consuables
a	waterford	wterford
o	rodney	rdney
l	cylinders	cyinders
s	mus	mu
s	selects	elect
l	fulton	futon
e	directing	dircting
o	nationality	natinality
g	highbeam	hihbeam
d	msdn	msn
l	statistically	statisticay
c	torch	torh
c	zurich	zurih
e	stretched	strtchd
d	depressed	epresse
m	mps	ps
e	encounters	ncountrs
t	haunted	hauned
a	spares	spres
y	symmetry	smmetr
p	agp	ag
b	bout	out
n	cont	cot
t	adverts	advers
o	programmed	prgrammed
n	lohan	loha
o	salons	salns
a	olympia	olympi
n	hank	hak
i	negligence	neglgence
c	unclear	unlear
e	screened	scrnd
l	helper	heper
e	carlisle	carlisl
o	aromatherapy	armatherapy
h	rancho	ranco
t	transferring	ransferring
d	nederland	neerlan
o	stockton	stcktn
g	stepping	steppin
k	hacks	hacs
l	clearwater	cearwater
t	attic	aic
s	trustpass	trutpa
l	topology	topoogy
a	appetite	ppetite
e	sensation	snsation
e	piper	pipr
e	airborne	airborn
l	morality	moraity
r	honorable	honoable
e	wealthy	walthy
c	handicap	handiap
n	skinny	skiy
s	sewage	ewage
o	endowment	endwment
g	demonstrating	demonstratin
n	antennas	ateas
n	sundance	sudace
e	lifecycle	lifcycl
d	dhcp	hcp
a	avec	vec
n	trucking	truckig
m	sonoma	sonoa
e	esta	sta
d	defender	efener
o	amos	ams
i	iraqis	raqs
c	shortcut	shortut
e	wretch	wrtch
t	sunlight	sunligh
t	stems	sems
s	racist	racit
a	profitability	profitbility
c	unc	un
r	fairmont	faimont
n	ventura	vetura
y	convey	conve
g	ang	an
e	evergreen	vrgrn
b	globally	gloally
r	bearings	beaings
v	govern	goern
f	feather	eather
f	fond	ond
o	sore	sre
y	aaliyah	aaliah
a	fiat	fit
b	reboot	reoot
n	sixteen	sixtee
s	newsgroup	newgroup
d	blinds	blins
o	audiovox	audivx
s	traits	trait
y	tightly	tightl
d	graded	grae
k	phuket	phuet
s	successor	ucceor
n	intrusion	itrusio
n	sickness	sickess
u	guiana	giana
a	underneath	underneth
h	prohibit	proibit
o	metabolic	metablic
n	noel	oel
c	cans	ans
a	abused	bused
t	sarasota	sarasoa
l	billed	bied
m	lim	li
e	avery	avry
s	toons	toon
d	danielle	anielle
u	brushes	brshes
n	tenth	teth
t	anthology	anhology
t	prosecutor	prosecuor
e	smiles	smils
d	merged	merge
r	auditors	auditos
e	grandchildren	grandchildrn
x	exc	ec
d	desks	esks
s	capsule	capule
e	aided	aidd
r	relied	elied
u	suspend	sspend
n	eternity	eterity
h	mesothelioma	mesotelioma
c	trafficking	traffiking
u	introductions	introdctions
i	weighing	weghng
f	eff	e
e	currents	currnts
o	bizjournals	bizjurnals
i	michele	mchele
d	aide	aie
y	kindly	kindl
e	cutie	cuti
e	nes	ns
e	protests	protsts
r	sharks	shaks
t	notch	noch
n	minors	miors
n	dances	daces
g	revealing	revealin
p	reprinted	rerinted
a	fernando	fernndo
m	mapped	apped
e	resurrection	rsurrction
e	lieu	liu
r	decree	decee
r	tor	to
m	creampie	creapie
e	seoul	soul
f	printf	print
n	columnist	columist
n	discovering	discoverig
i	tuberculosis	tuberculoss
l	lacks	acks
z	horizons	horions
l	transplantation	transpantation
e	jerome	jrom
e	daytime	daytim
t	elaborate	elaborae
r	contour	contou
b	gamble	gamle
r	fra	fa
c	descent	desent
t	nwt	nw
l	gravel	grave
l	analyse	anayse
i	rammstein	rammsten
b	disturbing	disturing
j	judged	udged
h	shutter	sutter
o	illusion	illusin
t	ambitious	ambiious
n	scrapbooking	scrapbookig
e	ole	ol
s	notorious	notoriou
i	ibid	bd
u	residue	reside
r	reds	eds
a	enlarged	enlrged
e	stephens	stphns
n	transforming	trasformig
t	sequential	sequenial
n	stripping	strippig
i	uniquely	unquely
t	bart	bar
e	assert	assrt
o	goodies	gdies
s	fluctuations	fluctuation
o	bowie	bwie
