input1	input2	input3	label
k	s	gzclsb	gzclskb
u	f	fmhjksd	fumhjksd
d	b	lctrxhqkb	lctrxhqkbd
h	k	mgxlkws	mgxlkhws
u	t	kthrfb	ktuhrfb
q	f	sfm	sfqm
t	j	mdrbhjs	mdrbhjts
l	c	mcp	mclp
p	q	kqxlbd	kqpxlbd
x	b	jbdqshf	jbxdqshf
k	n	zbgpndcfh	zbgpnkdcfh
v	m	cmtqlgwsdb	cmvtqlgwsdb
g	p	xphcbd	xpghcbd
c	x	gwdnrsx	gwdnrsxc
a	h	ntdwbzjh	ntdwbzjha
g	f	kwcxpfsvr	kwcxpfgsvr
n	f	fvmjqlzcxrts	fnvmjqlzcxrts
j	s	vcs	vcsj
x	p	qjdznfpsg	qjdznfpxsg
o	w	wfpc	wofpc
o	d	vbpdtgh	vbpdotgh
t	c	npfc	npfct
m	z	wvrkgnqz	wvrkgnqzm
w	t	gzfptqjl	gzfptwqjl
g	p	jdsznwpbtcqx	jdsznwpgbtcqx
a	g	stlvbqxwfg	stlvbqxwfga
k	c	dlrqxfhsc	dlrqxfhsck
h	s	lzcrpwbs	lzcrpwbsh
s	d	dgpn	dsgpn
o	h	mhpqnd	mhopqnd
q	l	tncwbld	tncwblqd
b	t	tcjgdbkznlfw	tbcjgdbkznlfw
f	f	wfxqj	wffxqj
d	p	pkjt	pdkjt
h	f	dslmhctxwqkfbg	dslmhctxwqkfhbg
g	v	lspvncx	lspvgncx
w	b	trvwjb	trvwjbw
j	q	qphbtld	qjphbtld
q	h	xhjb	xhqjb
i	g	dnmjpgvrx	dnmjpgivrx
x	h	rhnvmc	rhxnvmc
h	q	lrnzqhxb	lrnzqhhxb
l	h	shd	shld
k	x	xdm	xkdm
t	m	xcqhmkv	xcqhmtkv
x	m	mbgshcvk	mxbgshcvk
m	w	zpwtf	zpwmtf
k	x	lmxksqrw	lmxkksqrw
n	p	jbkthpfxlg	jbkthpnfxlg
d	c	lcq	lcdq
p	k	kczp	kpczp
x	b	dlb	dlbx
e	n	mnzwtjg	mnezwtjg
e	r	qrwh	qrewh
s	j	zvwprnqjhcfk	zvwprnqjshcfk
r	s	vrnlcxbs	vrnlcxbsr
m	q	bjnshcmqf	bjnshcmqmf
h	c	ncdlw	nchdlw
b	x	ngrjzx	ngrjzxb
p	f	lcfgbrmjvw	lcfpgbrmjvw
v	f	hxcbgfl	hxcbgfvl
w	c	twgc	twgcw
f	w	xwcsvl	xwfcsvl
o	k	vsqkgmzpr	vsqkogmzpr
v	p	zdspcj	zdspvcj
c	m	btmhdk	btmchdk
z	m	wmxtpvzqb	wmzxtpvzqb
i	p	bjshzp	bjshzpi
t	h	xhsqkfnjw	xhtsqkfnjw
t	x	fcwngvxl	fcwngvxtl
o	z	ctzsnlqvxwr	ctzosnlqvxwr
v	w	qwfkphtns	qwvfkphtns
d	h	hwjlpnz	hdwjlpnz
b	l	dnjlfghzv	dnjlbfghzv
r	v	cvknzlw	cvrknzlw
d	n	nrp	ndrp
z	k	hvjgk	hvjgkz
d	h	whdvc	whddvc
i	d	hpjdb	hpjdib
y	m	pvmcbg	pvmycbg
b	b	jlfkb	jlfkbb
j	z	dqzpkxcg	dqzjpkxcg
o	p	smpwft	smpowft
j	r	rzktpldw	rjzktpldw
u	l	bnlxj	bnluxj
k	d	pgdbxfctns	pgdkbxfctns
f	h	dpqjmhfnltvrsw	dpqjmhffnltvrsw
g	d	gcdmqvxlj	gcdgmqvxlj
y	p	rszldgpb	rszldgpyb
m	q	nbmqgzpk	nbmqmgzpk
f	d	rpdwcl	rpdfwcl
n	z	jzrqhblcxg	jznrqhblcxg
t	s	kbsqh	kbstqh
x	t	tjvdhxf	txjvdhxf
f	p	trjnpd	trjnpfd
i	v	jxzrfvmh	jxzrfvimh
i	j	plhjgd	plhjigd
c	b	phzb	phzbc
n	q	qgk	qngk
l	c	hmcdgql	hmcldgql
g	m	xfpnwmjrb	xfpnwmgjrb
y	q	jhqtps	jhqytps
g	f	zqbwfh	zqbwfgh
t	c	gnkbctfl	gnkbcttfl
s	f	dvlwgf	dvlwgfs
m	k	rvk	rvkm
f	s	svrbg	sfvrbg
d	z	zmncqd	zdmncqd
k	q	hqprkbfwtxv	hqkprkbfwtxv
l	t	tmjk	tlmjk
v	w	dqjxwb	dqjxwvb
r	x	knvjqzbthrx	knvjqzbthrxr
y	c	cflzrt	cyflzrt
e	w	wvbzt	wevbzt
a	f	fghtqsxb	faghtqsxb
c	z	fmkz	fmkzc
c	d	grfhmbvdq	grfhmbvdcq
t	x	xvt	xtvt
u	t	mrbqcsztjv	mrbqcsztujv
t	c	ckzwhs	ctkzwhs
y	g	tjlgdkqr	tjlgydkqr
n	p	wsxpdrtqhgkf	wsxpndrtqhgkf
i	z	nwzjfsthrlq	nwzijfsthrlq
m	n	dzntpfj	dznmtpfj
z	s	sbtm	szbtm
w	c	cndkhzls	cwndkhzls
m	b	skpzbxl	skpzbmxl
m	n	vztfsnmdqhcx	vztfsnmmdqhcx
o	w	qnwdgcvp	qnwodgcvp
s	t	pwzhvltdfs	pwzhvltsdfs
i	p	xnpflwcz	xnpiflwcz
a	p	pzntk	pazntk
h	m	qdbmlctw	qdbmhlctw
c	x	pxsrdzm	pxcsrdzm
g	c	vcbr	vcgbr
j	w	czxnjpwbts	czxnjpwjbts
h	k	nqkfb	nqkhfb
o	h	gjlhzf	gjlhozf
c	l	gkltcvzj	gklctcvzj
h	w	jwntkxzb	jwhntkxzb
r	b	wbgzt	wbrgzt
l	c	wzc	wzcl
b	k	pkgdcqhv	pkbgdcqhv
u	g	gsxr	gusxr
y	h	bthz	bthyz
j	j	nqvjpx	nqvjjpx
e	b	vmkbtpzhl	vmkbetpzhl
c	n	pvwnz	pvwncz
p	v	vlxtpk	vplxtpk
o	q	rbmqzp	rbmqozp
y	x	wpx	wpxy
h	s	xvqbdtsh	xvqbdtshh
u	m	pmjnswv	pmujnswv
f	g	mncpblg	mncpblgf
s	r	zvqftr	zvqftrs
n	x	vxdhs	vxndhs
l	x	kfjmdnx	kfjmdnxl
v	n	xqnkvphl	xqnvkvphl
v	m	nwfgthrbzmx	nwfgthrbzmvx
e	h	hvs	hevs
q	n	dcn	dcnq
b	x	szcdnxk	szcdnxbk
k	k	cpgzkq	cpgzkkq
e	r	qgkfrv	qgkfrev
j	j	tlwgvpjhxrq	tlwgvpjjhxrq
a	f	tbfwvjzg	tbfawvjzg
w	t	dnrhqvtfcgxj	dnrhqvtwfcgxj
l	h	cxvprlthbwgjd	cxvprlthlbwgjd
b	c	zgnc	zgncb
t	h	qrhvf	qrhtvf
m	r	djrxcvt	djrmxcvt
n	t	zwhcjknt	zwhcjkntn
c	k	xkqpdwsrbcj	xkcqpdwsrbcj
g	q	rcmbxhpqnwslk	rcmbxhpqgnwslk
g	g	wgnpfx	wggnpfx
y	g	zfwbvgrmsqp	zfwbvgyrmsqp
c	f	qtlfw	qtlfcw
c	g	frkgt	frkgct
u	r	fswvrmkzdnq	fswvrumkzdnq
v	b	rbcjh	rbvcjh
q	l	xzljkqwpdv	xzlqjkqwpdv
o	d	kjwvndqsl	kjwvndoqsl
j	b	wztbph	wztbjph
r	h	shqk	shrqk
v	s	wpvckmrsn	wpvckmrsvn
a	g	qplrgsdbtnx	qplrgasdbtnx
d	x	zntgxhwfr	zntgxdhwfr
g	p	pvqg	pgvqg
p	n	mlxqngb	mlxqnpgb
a	v	hbnqrmcksvxw	hbnqrmcksvaxw
w	f	hzfbpvc	hzfwbpvc
t	v	lvdpqhbt	lvtdpqhbt
u	c	dkrpbgljcs	dkrpbgljcus
k	r	zfcrmltjs	zfcrkmltjs
c	l	chmdpvrlqbsngf	chmdpvrlcqbsngf
y	n	xdsbn	xdsbny
h	f	hcsdqzfvkx	hcsdqzfhvkx
f	x	rcxphzvmwn	rcxfphzvmwn
m	v	hqmzgwbv	hqmzgwbvm
q	p	pfdc	pqfdc
n	d	dgjpsvl	dngjpsvl
h	t	jrt	jrth
z	v	qvmbgrd	qvzmbgrd
a	p	kpfnslw	kpafnslw
a	g	lznbwgx	lznbwgax
p	l	dplt	dplpt
u	s	vrsq	vrsuq
m	s	shctgpd	smhctgpd
b	p	tnzpdmx	tnzpbdmx
z	l	gwmhlz	gwmhlzz
z	p	pnwmqs	pznwmqs
l	r	rnhmxvwzg	rlnhmxvwzg
y	b	tjbqfpm	tjbyqfpm
l	l	wpldzn	wplldzn
w	h	svjhmpgkd	svjhwmpgkd
r	c	rcmvl	rcrmvl
c	h	pxhkvdcqf	pxhckvdcqf
z	c	qgpjcxfb	qgpjczxfb
j	d	wjhzcdgpv	wjhzcdjgpv
m	d	tznkhdw	tznkhdmw
a	l	zlnqks	zlanqks
z	l	kgzlsxc	kgzlzsxc
v	x	zfxhcnkb	zfxvhcnkb
e	r	vrbcswndg	vrebcswndg
s	j	jhkm	jshkm
n	p	lmp	lmpn
q	q	qchpbw	qqchpbw
c	l	wtblndfzp	wtblcndfzp
w	z	zxhfpkqg	zwxhfpkqg
c	x	rhtxvnlqs	rhtxcvnlqs
s	h	krnxzphbvt	krnxzphsbvt
p	j	jdplbvmk	jpdplbvmk
j	l	lbdswj	ljbdswj
o	n	tdrfvwczn	tdrfvwczno
b	j	swfnxztj	swfnxztjb
j	n	nbvdlf	njbvdlf
u	r	jsnzxwbr	jsnzxwbru
t	d	qvwdlmsr	qvwdtlmsr
o	j	vdkjsbfr	vdkjosbfr
u	r	nrvs	nruvs
z	k	zfwxk	zfwxkz
s	w	mkhpbdw	mkhpbdws
s	k	qvdcphnfk	qvdcphnfks
z	n	qdrcftwnsgp	qdrcftwnzsgp
u	s	qtwljfgrs	qtwljfgrsu
d	f	kmcgfxhb	kmcgfdxhb
s	p	qlvtsmckzwphf	qlvtsmckzwpshf
a	r	ghxrscjlwd	ghxrascjlwd
h	k	qrjvnmgkw	qrjvnmgkhw
w	g	mgdprqtnwz	mgwdprqtnwz
y	x	jxn	jxyn
c	p	xpgv	xpcgv
o	r	bctqlr	bctqlro
m	b	zbdqghwrlp	zbmdqghwrlp
o	r	rqcsgpnvdh	roqcsgpnvdh
n	r	bztrqx	bztrnqx
x	m	mbzscwdrqf	mxbzscwdrqf
b	k	skjnhltfmvb	skbjnhltfmvb
r	f	xhlkdgfr	xhlkdgfrr
n	j	zjmdvtbx	zjnmdvtbx
v	g	msvgbwdktch	msvgvbwdktch
s	w	wdnfm	wsdnfm
q	r	kswtrbqjcp	kswtrqbqjcp
n	w	kpmvclwzx	kpmvclwnzx
q	h	mndqkvht	mndqkvhqt
u	t	qxcvgzsthnm	qxcvgzstuhnm
m	r	lgr	lgrm
m	q	clgxsq	clgxsqm
d	n	xfrvnlb	xfrvndlb
r	n	ftpn	ftpnr
f	q	cfqprhv	cfqfprhv
b	n	lqnswvhf	lqnbswvhf
q	b	vrcbd	vrcbqd
c	x	nxlrm	nxclrm
e	f	psdqfz	psdqfez
t	p	ptvzdj	pttvzdj
x	z	pwtzl	pwtzxl
y	b	rtjdmbwp	rtjdmbywp
h	w	vwscngtp	vwhscngtp
r	l	ltkmwf	lrtkmwf
a	r	crbnw	crabnw
o	h	dmsghqfxbpn	dmsghoqfxbpn
m	p	vprqfgs	vpmrqfgs
r	t	xfjmwtrl	xfjmwtrrl
s	r	rfhwvjkt	rsfhwvjkt
q	t	jst	jstq
c	x	qgx	qgxc
q	q	fzgqs	fzgqqs
y	c	dtlscvnrj	dtlscyvnrj
a	n	bdpwsnk	bdpwsnak
z	t	tnjlvcdx	tznjlvcdx
t	s	xsv	xstv
c	g	lcgbszrd	lcgcbszrd
f	z	xzctn	xzfctn
g	v	cxgvdfhkn	cxgvgdfhkn
z	k	cqplnkb	cqplnkzb
l	s	khdmswzvf	khdmslwzvf
w	j	cjwnpzrmbfx	cjwwnpzrmbfx
e	d	dmrnfqlk	demrnfqlk
n	b	lnbwxcqsdgm	lnbnwxcqsdgm
o	b	ksgcflbw	ksgcflbow
m	x	xlhrts	xmlhrts
t	n	fnhct	fnthct
a	q	zdqnfkvxb	zdqanfkvxb
z	c	bcwsrmg	bczwsrmg
e	g	vgcw	vgecw
y	z	jnpblkfz	jnpblkfzy
i	x	kzlrfsbx	kzlrfsbxi
y	m	qdjptmh	qdjptmyh
l	v	bwsjrhqnvd	bwsjrhqnvld
q	x	xwzfgpd	xqwzfgpd
g	p	tsjpxgcv	tsjpgxgcv
s	k	msjnvglzhxbkw	msjnvglzhxbksw
l	d	kqjcwdgblr	kqjcwdlgblr
j	t	slxbtfm	slxbtjfm
h	q	wqspblmz	wqhspblmz
r	h	qhvbkmwfptdjx	qhrvbkmwfptdjx
g	m	vbfmd	vbfmgd
f	w	tswldbqvfhxz	tswfldbqvfhxz
l	c	csmz	clsmz
q	t	mtzlxpr	mtqzlxpr
k	q	ntzglrmqcf	ntzglrmqkcf
c	z	gmzpqf	gmzcpqf
i	c	crnzhkbt	cirnzhkbt
e	q	xwnqhvp	xwnqehvp
k	f	dfbtm	dfkbtm
w	p	wpnvcmk	wpwnvcmk
c	r	qgxkrs	qgxkrcs
z	m	hwqmnjf	hwqmznjf
i	s	dsn	dsin
l	f	vxnhgcpfdjrsk	vxnhgcpfldjrsk
a	h	hdb	hadb
x	j	zjgstfnhbwvxkqpl	zjxgstfnhbwvxkqpl
l	d	ndjcbqswz	ndljcbqswz
t	v	vbjmq	vtbjmq
e	z	mrfzg	mrfzeg
d	x	gxkvmfljwts	gxdkvmfljwts
x	b	thxsbljgcm	thxsbxljgcm
k	q	lwrqhxz	lwrqkhxz
q	n	khqtlbvdns	khqtlbvdnqs
d	q	zqdrmjxfwc	zqddrmjxfwc
n	w	xrhwf	xrhwnf
u	m	pqfdsjmzv	pqfdsjmuzv
l	w	bwhk	bwlhk
a	x	wqxtv	wqxatv
q	v	kvmq	kvqmq
k	s	hcxvlrks	hcxvlrksk
v	j	khczj	khczjv
x	g	gnbfjh	gxnbfjh
g	w	wlbgtv	wglbgtv
z	v	rpcjwbmvhfkn	rpcjwbmvzhfkn
j	b	jwb	jwbj
f	b	zqnjbxkrwdcf	zqnjbfxkrwdcf
x	t	htqvnz	htxqvnz
f	s	bkjswz	bkjsfwz
o	n	xdlmsrn	xdlmsrno
y	j	jnvfx	jynvfx
d	d	sdjcnrmzxp	sddjcnrmzxp
b	v	ztnhjvmwf	ztnhjvbmwf
u	b	wxjbcdzsqrvlhtp	wxjbucdzsqrvlhtp
e	t	hctvxn	hctevxn
g	z	xrplcstzvg	xrplcstzgvg
w	x	xtgcrlh	xwtgcrlh
p	b	btqpmcjf	bptqpmcjf
v	m	lwmp	lwmvp
t	f	glfwrt	glftwrt
v	n	tmfpn	tmfpnv
f	q	pmwchfbqd	pmwchfbqfd
i	p	fpslhb	fpislhb
y	h	jmwhq	jmwhyq
n	m	fwm	fwmn
a	p	xrvfcpg	xrvfcpag
l	x	hldjnxbs	hldjnxlbs
q	z	kpcxz	kpcxzq
r	j	sqj	sqjr
f	s	jksvdnmc	jksfvdnmc
r	q	lzdtbxpmwsnqgk	lzdtbxpmwsnqrgk
d	p	fvthlzdnkpbjgx	fvthlzdnkpdbjgx
d	f	rpklvmqfgh	rpklvmqfdgh
l	b	ktrcb	ktrcbl
r	p	drgsqpvwzt	drgsqprvwzt
d	q	ksmtprgq	ksmtprgqd
i	d	dgchzmbws	digchzmbws
l	m	mgscpjxhwntdr	mlgscpjxhwntdr
x	s	qzdhsxkcr	qzdhsxxkcr
z	w	pnmgdvcbkwhts	pnmgdvcbkwzhts
n	k	zlksn	zlknsn
f	d	trdpj	trdfpj
v	t	qnhsxt	qnhsxtv
t	x	hcnzqx	hcnzqxt
n	l	dvklqzxnrm	dvklnqzxnrm
z	x	tcbgnxwlhqz	tcbgnxzwlhqz
i	p	gbfhvclkpt	gbfhvclkpit
q	f	hpvf	hpvfq
m	g	tmpnrgschz	tmpnrgmschz
l	b	cmqtslpvnkbg	cmqtslpvnkblg
h	h	jcthw	jcthhw
s	q	bqnszm	bqsnszm
y	k	lkj	lkyj
l	k	dvnksmcp	dvnklsmcp
q	v	mtxrvjs	mtxrvqjs
e	v	vnx	venx
j	j	fvjs	fvjjs
f	p	nbwpfksv	nbwpffksv
j	b	khrcbvf	khrcbjvf
g	w	btjgrvldsw	btjgrvldswg
g	m	gfjqmszw	gfjqmgszw
q	p	pbgjc	pqbgjc
n	t	hfkltmbxd	hfkltnmbxd
o	k	drjsnfkl	drjsnfkol
u	t	ztkwx	ztukwx
u	z	vpdtgscz	vpdtgsczu
s	x	fsrmglxzd	fsrmglxszd
m	v	ftswgvd	ftswgvmd
h	n	ztnrpvmlc	ztnhrpvmlc
y	g	jfrhgvmt	jfrhgyvmt
n	s	sjhz	snjhz
l	s	dgtprcbmvfwnqks	dgtprcbmvfwnqksl
r	x	sqhvnkxd	sqhvnkxrd
t	d	ztpgbd	ztpgbdt
h	l	nlbm	nlhbm
w	n	rng	rnwg
p	s	kpqsv	kpqspv
o	w	zmvgpw	zmvgpwo
m	b	prbstj	prbmstj
m	j	sqzdrjf	sqzdrjmf
b	b	mqnvcb	mqnvcbb
y	b	xplkbfdm	xplkbyfdm
j	j	bjkcgvh	bjjkcgvh
p	b	gpldkfbm	gpldkfbpm
b	n	mdnbj	mdnbbj
y	l	gdqlhnj	gdqlyhnj
v	v	vlrf	vvlrf
t	w	jfwznshgkc	jfwtznshgkc
m	z	nhwzmjcb	nhwzmmjcb
r	d	lxsfd	lxsfdr
j	w	hfw	hfwj
a	s	sxbhkztqnd	saxbhkztqnd
k	m	vmck	vmkck
t	b	gqczpbdnvr	gqczpbtdnvr
b	q	kzqfslrt	kzqbfslrt
b	c	cphkv	cbphkv
z	w	wxqnh	wzxqnh
p	n	xhnlpqjs	xhnplpqjs
d	z	fkmzlb	fkmzdlb
o	z	fsbzxcr	fsbzoxcr
d	z	zrxn	zdrxn
k	v	phjrfblnksv	phjrfblnksvk
t	w	zwbvnlxcfg	zwtbvnlxcfg
v	m	gmrtpcqs	gmvrtpcqs
d	r	qpkrvs	qpkrdvs
u	l	kwdlr	kwdlur
z	m	mdt	mzdt
q	d	msndc	msndqc
d	x	bxzn	bxdzn
b	r	xzrc	xzrbc
q	s	mgsvhtp	mgsqvhtp
y	f	bjkhzf	bjkhzfy
v	h	gbjsklwh	gbjsklwhv
x	t	sgcnpdt	sgcnpdtx
q	b	dxmnbsz	dxmnbqsz
b	r	pbtwjscrzv	pbtwjscrbzv
y	s	jktlhdqswr	jktlhdqsywr
l	j	qnxpcmjlgf	qnxpcmjllgf
j	k	vcbxwzrhkm	vcbxwzrhkjm
v	s	wrqczsb	wrqczsvb
j	n	rjnzlvqc	rjnjzlvqc
b	m	tpmjgx	tpmbjgx
b	c	ctnqg	cbtnqg
x	g	vgbl	vgxbl
h	q	qcfjrmh	qhcfjrmh
y	j	fjpds	fjypds
c	l	rtzlw	rtzlcw
u	m	vrwm	vrwmu
k	b	bhwlvx	bkhwlvx
n	z	mzvqpbhftg	mznvqpbhftg
y	k	kwvnzjhxrq	kywvnzjhxrq
o	q	lqht	lqoht
e	c	rpstcwf	rpstcewf
n	j	jphlwfqbz	jnphlwfqbz
n	g	gtdb	gntdb
d	z	nctwz	nctwzd
i	z	rpctsz	rpctszi
p	p	jvwspkbn	jvwsppkbn
j	z	jgszvqkwfl	jgszjvqkwfl
u	r	twkgzrdqpl	twkgzrudqpl
t	x	gmqxfskr	gmqxtfskr
c	d	ldq	ldcq
a	f	sqhjf	sqhjfa
e	q	gqc	gqec
o	r	fswtnr	fswtnro
e	t	cgsthjv	cgstehjv
g	t	tnb	tgnb
x	c	stcb	stcxb
l	j	nfvgcjtlmx	nfvgcjltlmx
o	l	vsxcgftkl	vsxcgftklo
e	s	rlsmzbhv	rlsemzbhv
q	z	fzpklj	fzqpklj
q	n	xblntkw	xblnqtkw
z	f	jfcxrspqgvnwbh	jfzcxrspqgvnwbh
v	x	cgnmkqxhsjvp	cgnmkqxvhsjvp
t	h	rvqfhmn	rvqfhtmn
w	d	mqrhsd	mqrhsdw
l	j	vjfd	vjlfd
h	n	zqknhljpw	zqknhhljpw
y	x	gxscnbltq	gxyscnbltq
h	w	dwhjrlnmvfbk	dwhhjrlnmvfbk
q	z	szc	szqc
n	d	txcd	txcdn
q	w	hlgmwpbs	hlgmwqpbs
s	x	hxqjsng	hxsqjsng
s	x	jtdrxpcwqv	jtdrxspcwqv
o	n	gwsxqbmthnjk	gwsxqbmthnojk
f	g	grtvxkfzq	gfrtvxkfzq
t	x	wtqvxh	wtqvxth
z	z	zdkxsn	zzdkxsn
y	z	xnqgzfw	xnqgzyfw
y	v	smbwtvrcp	smbwtvyrcp
w	f	rqfhtwjdvz	rqfwhtwjdvz
j	q	nrmqcsx	nrmqjcsx
u	h	vhb	vhub
l	f	dxvqcpfjz	dxvqcpfljz
t	g	xcdsvjhg	xcdsvjhgt
l	j	rqjs	rqjls
o	m	qmbz	qmobz
s	j	kcmrfxjw	kcmrfxjsw
z	l	hfpncmlq	hfpncmlzq
d	h	xbzprwvknhq	xbzprwvknhdq
n	x	csklxqtd	csklxnqtd
x	j	jslght	jxslght
e	l	ljcxqtdkzfbh	lejcxqtdkzfbh
c	g	wgkcpzhbqvxl	wgckcpzhbqvxl
v	d	wkzdbm	wkzdvbm
w	k	bkfp	bkwfp
o	c	vclrgq	vcolrgq
b	d	dnjwksvm	dbnjwksvm
u	w	fpdlwxjsn	fpdlwuxjsn
v	m	mwjs	mvwjs
q	w	pfbxsjzmclwv	pfbxsjzmclwqv
l	d	jsckdh	jsckdlh
f	t	xvgplhbtq	xvgplhbtfq
w	p	hplfc	hpwlfc
c	d	dhtz	dchtz
c	x	xvn	xcvn
y	p	dphjq	dpyhjq
v	r	wlrfh	wlrvfh
n	q	jqwl	jqnwl
e	s	hnkpjrgvcs	hnkpjrgvcse
t	c	wcbj	wctbj
e	n	mglbvwn	mglbvwne
s	g	hjgb	hjgsb
x	n	slxmknrd	slxmknxrd
e	g	glbm	gelbm
u	q	qhfnw	quhfnw
v	h	jgphn	jgphvn
a	l	lhr	lahr
u	g	wtxkg	wtxkgu
c	x	kwfzsxvmlqt	kwfzsxcvmlqt
f	k	qwkzmxg	qwkfzmxg
r	f	pbtfk	pbtfrk
t	m	spfmcdlgzv	spfmtcdlgzv
t	m	lmsxkbq	lmtsxkbq
i	w	wkvsl	wikvsl
m	d	pkjwmzdqhfbgl	pkjwmzdmqhfbgl
r	v	tpbnhcqfv	tpbnhcqfvr
e	k	kwgzcpd	kewgzcpd
s	x	xqndwl	xsqndwl
q	g	qgbkhxwc	qgqbkhxwc
y	f	tvfbhkmczrd	tvfybhkmczrd
m	k	mkplsxt	mkmplsxt
e	h	qtjhbmrpdx	qtjhebmrpdx
g	k	hzfgkvx	hzfgkgvx
p	c	wbzrnvhc	wbzrnvhcp
a	g	lfhzdgs	lfhzdgas
n	d	zdn	zdnn
z	w	wpj	wzpj
i	k	vkmcqnlb	vkimcqnlb
p	g	rqkzglvdx	rqkzgplvdx
k	n	dqbmntg	dqbmnktg
u	k	hjkbgxsq	hjkubgxsq
h	k	zqkwgds	zqkhwgds
q	h	hvpms	hqvpms
z	c	skc	skcz
j	t	vst	vstj
b	w	kwn	kwbn
r	r	tjqkcspxdrfw	tjqkcspxdrrfw
q	l	lpshx	lqpshx
h	x	klzmrx	klzmrxh
z	w	jzkcwtqps	jzkcwztqps
g	l	krjzplc	krjzplgc
a	x	dsfkjqxmr	dsfkjqxamr
g	k	qbpcjlxkztnfv	qbpcjlxkgztnfv
f	d	fwzgmd	fwzgmdf
w	s	kpqhst	kpqhswt
c	j	hzdxrltjv	hzdxrltjcv
n	h	bmhjncx	bmhnjncx
q	s	xqjbrsck	xqjbrsqck
q	j	vcjpltngrd	vcjqpltngrd
w	w	hfzvqw	hfzvqww
q	t	thwcmx	tqhwcmx
b	w	xrfnczw	xrfnczwb
r	s	gdqsl	gdqsrl
h	j	jvdrqtwn	jhvdrqtwn
r	m	zkmcrjh	zkmrcrjh
d	k	rgmhkjqbl	rgmhkdjqbl
d	m	dxmvfzsc	dxmdvfzsc
e	w	nqbzgvwd	nqbzgvwed
d	l	jfnsblxk	jfnsbldxk
x	s	fwcrgkps	fwcrgkpsx
u	t	lvt	lvtu
h	d	pfsdk	pfsdhk
r	k	ptkhqxwbcd	ptkrhqxwbcd
f	w	zrckwshm	zrckwfshm
p	n	ncvdsrmb	npcvdsrmb
s	s	dcmstvpxf	dcmsstvpxf
p	l	njlkcgb	njlpkcgb
t	k	ktdrq	kttdrq
l	b	hjvfkb	hjvfkbl
l	m	nmxkpd	nmlxkpd
y	c	jcvx	jcyvx
h	w	wnm	whnm
g	g	ngtdcjlqbwxps	nggtdcjlqbwxps
w	r	zmfthxsrj	zmfthxsrwj
r	r	bxvqfdwjlr	bxvqfdwjlrr
x	j	cdgrjbkn	cdgrjxbkn
x	s	xjpgdrsbh	xjpgdrsxbh
m	p	tnqvfkwp	tnqvfkwpm
g	m	bmgcqf	bmggcqf
x	t	tkmc	txkmc
y	b	rwbs	rwbys
r	w	dwrfcv	dwrrfcv
d	l	cbmlpz	cbmldpz
w	g	zgmfd	zgwmfd
g	x	hmwxzf	hmwxgzf
f	r	grwfs	grfwfs
q	t	wzpqtgxnsl	wzpqtqgxnsl
x	m	bcdfmt	bcdfmxt
f	r	rgqw	rfgqw
s	g	cbwgnrlh	cbwgsnrlh
r	v	cxwmbksv	cxwmbksvr
r	c	kjtclwz	kjtcrlwz
r	v	lgkrcqpvwd	lgkrcqpvrwd
o	s	lrmsnh	lrmsonh
m	p	zpbvxgcnqklt	zpmbvxgcnqklt
j	t	stvbwj	stjvbwj
e	n	bnhmgljtvpq	bnehmgljtvpq
i	w	thnprgfw	thnprgfwi
s	k	khldqsjbvfw	kshldqsjbvfw
t	c	cljns	ctljns
m	s	kbfzsj	kbfzsmj
j	g	phbdzmlcjwrg	phbdzmlcjwrgj
f	c	cxvjldmt	cfxvjldmt
w	w	lhwnmb	lhwwnmb
u	m	mngwjt	mungwjt
o	r	nqrwdlkb	nqrowdlkb
k	j	njd	njkd
p	k	tskvdjh	tskpvdjh
j	t	rjqgthdcflb	rjqgtjhdcflb
w	z	fzvdrc	fzwvdrc
u	d	dnksmvjbf	dunksmvjbf
r	g	wvgtl	wvgrtl
i	f	wfdjz	wfidjz
o	x	lhsjtxb	lhsjtxob
z	c	psljgkcfdb	psljgkczfdb
m	l	wlcrb	wlmcrb
t	k	kfjqn	ktfjqn
e	r	pbkr	pbkre
q	k	dkjlct	dkqjlct
b	f	rbkdf	rbkdfb
s	d	fvgplcdm	fvgplcdsm
n	g	czbrtjfkgvx	czbrtjfkgnvx
d	l	xsljrfdtw	xsldjrfdtw
q	w	ktnwrgbm	ktnwqrgbm
e	t	wzlbqgt	wzlbqgte
j	v	rfjlhsxvb	rfjlhsxvjb
i	p	jqzplghd	jqzpilghd
k	k	rmdkv	rmdkkv
j	n	tvgcznphxwr	tvgcznjphxwr
m	r	pnvkr	pnvkrm
p	g	bhvgcmnkq	bhvgpcmnkq
u	n	lhznr	lhznur
y	x	bqjdnfxw	bqjdnfxyw
h	f	srfwq	srfhwq
r	z	hzwrcq	hzrwrcq
f	d	vfdqlhwsrj	vfdfqlhwsrj
r	g	dtwgfrc	dtwgrfrc
p	v	swfbvq	swfbvpq
z	c	cnmksbtrfq	cznmksbtrfq
y	m	qmcnlgfsb	qmycnlgfsb
d	m	jqdbhvmxz	jqdbhvmdxz
r	z	hzwr	hzrwr
v	f	cfsgvt	cfvsgvt
m	c	wnfqvcjt	wnfqvcmjt
f	t	bhpkmnt	bhpkmntf
h	q	fdqctrkz	fdqhctrkz
p	w	qblmwdt	qblmwpdt
q	s	xsvcnj	xsqvcnj
j	z	szw	szjw
