input1	input2	label
h	zrdqsp	No
h	tlbxgdcz	No
n	hvmjp	No
v	bxfwlvzgrkqn	Yes
b	vkw	No
w	ldmwjkcb	Yes
x	pqzgfvts	No
d	wqfjhnd	Yes
s	fcsrbdz	Yes
w	ldhvgrfsw	Yes
g	cgsxwmjqlp	Yes
s	nzsxbft	Yes
s	nctxs	Yes
z	shpxrfbq	No
o	zfxrt	No
x	vptbfl	No
u	rgmczd	No
w	gdvczj	No
g	jqxmbnvzc	No
t	gjfnhkbct	Yes
u	hkpmxgw	No
c	whtnskb	No
g	bgfqmhpzwc	Yes
p	mltbjpdg	Yes
m	flzxnsvm	Yes
w	zclrp	No
q	qlbnsktm	Yes
r	lvcfwhpqk	No
k	jspcxdtgmb	No
t	pwgb	No
g	hrgfdcs	Yes
g	hgxctmv	Yes
f	zjwtfs	Yes
l	tqxkvhj	No
e	jrphl	No
g	jgtscxp	Yes
g	fbkrc	No
t	pghktm	Yes
b	jtmrsbg	Yes
t	cqpgvhzkfx	No
t	nmvlqhtdzjbsw	Yes
t	tvxgcdf	Yes
t	qpvrt	Yes
u	vlfjrmk	No
h	nfphwr	Yes
w	wlr	Yes
y	rqhkpz	No
m	dlcqvsg	No
g	clhwgqv	Yes
i	xpvnhjrzbd	No
d	wmsvxnd	Yes
z	qmnjgtldw	No
n	twcrsnpl	Yes
v	lsvftrw	Yes
j	qgsjxckl	Yes
v	hdswcnz	No
d	gzv	No
g	qrcwhgfmkn	Yes
x	ndbmwgsxh	Yes
h	xgnthkl	Yes
q	qjdltvw	Yes
e	krnd	No
w	rvjcbzfs	No
m	bxgrtwm	Yes
k	wtbxfqn	No
l	tmbkfrv	No
t	nplrtsqcvj	Yes
q	pmwfsxrbqnv	Yes
x	xcbwdnktj	Yes
h	qkdzvhcx	Yes
p	xplwgndzv	Yes
r	zkpgfdsrbqv	Yes
q	zkgsrbdjq	Yes
a	sfchlngbzx	No
n	nhlb	Yes
v	btzdqwrxlc	No
z	jtzchmf	Yes
h	mjkbxq	No
n	bgxwsn	Yes
f	gzfmc	Yes
k	cwnrqbvjt	No
n	cmznqwh	Yes
b	kbdvcfrg	Yes
d	dwlk	Yes
q	slxrcj	No
c	xvbdcjztwrm	Yes
i	xvk	No
t	tlnxcjwgrd	Yes
h	sbvn	No
o	vlsjmrfpk	No
j	sdfxkc	No
y	bhzr	No
f	rwxntvkshqbl	No
o	rmdcfv	No
q	gbd	No
x	zjbpwsckfd	No
i	glncwftr	No
p	wmbzfkntg	No
k	lmxphqkz	Yes
j	rwfjcx	Yes
c	vgxkfdzbp	No
l	hlsrqpm	Yes
a	bkxvjfdcptrnz	No
a	nqsbj	No
n	gnmhpk	Yes
g	rgwkvcd	Yes
e	kztshdrfmw	No
s	lkxcsw	Yes
w	xhvdq	No
z	hsxvprnbc	No
c	prlzbhqjtxdwvs	No
d	zcjqbd	Yes
m	jhxmvf	Yes
p	cgjhmbx	No
f	zgbhtsqw	No
x	ktxmjlg	Yes
b	kxgqlhnd	No
q	rct	No
t	bht	Yes
j	tgwvj	Yes
f	bfgwnsjvz	Yes
j	jtcxvf	Yes
r	lcrdzm	Yes
t	qxjdtzvb	Yes
j	jvdmhlgs	Yes
s	stlhwxz	Yes
t	htvwzcklrdm	Yes
d	dqhtm	Yes
g	fwgnhsx	Yes
l	rjpfhm	No
a	mbgcnwqf	No
o	xmqjkdzfsl	No
c	pjclsh	Yes
i	xbrtfvsjm	No
c	zblgqndxs	No
f	czfdbg	Yes
v	plfmnwgxz	No
r	vstzpqw	No
w	xcj	No
p	xpkbhr	Yes
j	bfk	No
m	qjxmdpkb	Yes
h	bvk	No
p	gjmtcsh	No
b	bszxnlv	Yes
h	blgvmpjfq	No
w	qcvhz	No
v	zpvnjtbmq	Yes
h	gwvp	No
x	szhfvpq	No
n	lncmqkz	Yes
l	wgdsfctlr	Yes
j	tqcjwbfn	Yes
q	jkv	No
z	dqx	No
v	mfczkrhqsb	No
x	flcnk	No
v	fgqmhjvck	Yes
d	kxdpcnlwmf	Yes
f	pjsrxt	No
w	bchjql	No
l	mvpcgdlfk	Yes
c	rjqxch	Yes
t	hvt	Yes
v	xknqf	No
g	sgqn	Yes
j	kcbjslrz	Yes
x	rcpwtjmqbh	No
f	rqdbfhms	Yes
z	clrvwnbzx	Yes
p	fjq	No
n	sfpwgdczt	No
n	whk	No
x	xknr	Yes
p	pmhbcltj	Yes
v	fgwdzxmncq	No
x	wxhmnfctv	Yes
o	txfkbwmcqhz	No
n	jkvnzxwms	Yes
x	bcxwlrs	Yes
h	svhd	Yes
w	ltcvsfwhjpm	Yes
v	tvxrjqngwph	Yes
q	jrgslnx	No
i	qvptm	No
r	jxclfhpd	No
o	nwjv	No
z	qzpmstrh	Yes
s	rxpdm	No
z	pwfzch	Yes
r	vflwrhxgtbs	Yes
w	jdzxclvrbn	No
l	plsgn	Yes
q	lzfpd	No
o	cdhgztpv	No
w	wzrvsfmj	Yes
d	lmdb	Yes
f	cmpxbdgz	No
i	dctb	No
b	ksxcdwmpgfl	No
p	cgbxtjvpw	Yes
j	fqgdj	Yes
b	jtknlwdxpf	No
f	jbkpw	No
j	czktgdnfp	No
h	lrqvwt	No
x	cfmjdlwpx	Yes
p	lwbqknvpr	Yes
m	cldrwgfvh	No
v	vxsrk	Yes
w	kdg	No
g	klxhdpw	No
u	hfsdjlzkn	No
q	mzqc	Yes
x	wrtjvfdg	No
y	spxmzkdg	No
z	hqjcfdlsgtrkb	No
w	vztmhnjkwg	Yes
g	whszcflktpjnb	No
q	vndmgpbhflt	No
b	mdqjtspbwv	Yes
s	dlwsqzktcj	Yes
g	xfgw	Yes
u	tjrvlkq	No
l	bhwgqjvx	No
w	hpsw	Yes
d	plh	No
z	ndzbp	Yes
v	pfxbzsqv	Yes
p	nxjpl	Yes
j	xzjsv	Yes
b	bltf	Yes
t	chnwvt	Yes
f	kflbj	Yes
m	pfhm	Yes
j	ljhtwcq	Yes
u	nczjswgd	No
f	cjhwqzgpdxfrs	Yes
r	lkzdtwscv	No
k	mwh	No
w	vwpxt	Yes
w	lrqcpb	No
p	bpgk	Yes
j	tqzjdn	Yes
j	rqmpcfdvx	No
c	sbfjcv	Yes
q	fhzrqgl	Yes
t	xdqwj	No
w	bkxmvh	No
e	mnzjdq	No
q	njl	No
w	hvrbsjdcg	No
h	dngkjvtfp	No
o	pkrfcgzqld	No
r	qjplcnd	No
m	zbvtmg	Yes
f	dwsvmgbkct	No
b	fbl	Yes
i	mqxbtnh	No
y	qrftvscgln	No
z	gstjcpzrd	Yes
l	zmh	No
k	wghvndqmx	No
t	ntq	Yes
y	bxfwplcvr	No
u	ptslfkwmb	No
v	hjgxtrvfwzknsq	Yes
t	cdbxpntkf	Yes
o	gdrfzhl	No
e	kvqwfrczgjnbd	No
q	mwdltnjkcq	Yes
x	vgr	No
h	cjkqprmln	No
s	kvswdbzm	Yes
k	xbrdpck	Yes
w	wzn	Yes
f	zpxvrhmns	No
c	gszp	No
t	dxbzn	No
h	kfhvsg	Yes
f	krzfq	Yes
n	ftvzhpjw	No
q	zmq	Yes
i	nfdmsc	No
h	vnhdw	Yes
t	tdkwrqxh	Yes
v	kncmbqplwv	Yes
l	kbslfdctph	Yes
v	vxzrlgjqbw	Yes
d	vtzmb	No
e	qngbk	No
e	rzbjgqnl	No
c	hjnzt	No
t	nslq	No
f	cgjkbzpw	No
x	qcmtvgzxjp	Yes
b	xvchrsntwb	Yes
t	lsg	No
d	rwgxdq	Yes
n	klnfsbg	Yes
o	qclxr	No
v	xrlmp	No
j	fsljhr	Yes
u	tvslxdq	No
e	qgshkx	No
m	qmdhjvxl	Yes
p	mfjp	Yes
l	sjz	No
z	tzm	Yes
d	bfwsr	No
u	szdfbqtc	No
a	tlfjkcsrqgh	No
e	sml	No
u	gfnhrq	No
v	qpjkgtbv	Yes
q	wfgzvc	No
j	qrhlc	No
n	nxw	Yes
q	bvwnk	No
c	zpdwqbshl	No
o	sxwkpqdthlgbmn	No
h	gxvd	No
b	fxbhwjzr	Yes
b	cxz	No
h	hvsfr	Yes
n	vbnlsmqhj	Yes
j	dwspkgbrvh	No
z	rzdslgkw	Yes
z	rcwzvsh	Yes
r	pmvngrkwj	Yes
n	rqsmd	No
m	zkqwc	No
g	cgk	Yes
k	vglkdjf	Yes
t	tbzc	Yes
c	zldhtvr	No
n	xjnp	Yes
y	svlwz	No
q	frdsxvglpcmwn	No
q	jnrsvzxtq	Yes
t	jmdhtbczrxsp	Yes
j	jzw	Yes
n	zxbgnqsf	Yes
b	btdgmj	Yes
h	whrdn	Yes
i	mrpcltjg	No
q	qnwgvpzh	Yes
m	qpsrw	No
a	vhxj	No
x	hpxntqwgs	Yes
o	skbzhqv	No
x	gdxjq	Yes
g	hrg	Yes
e	pfdhcwt	No
h	sphdx	Yes
q	mxqhg	Yes
w	kwn	Yes
g	qtsbhv	No
d	cdx	Yes
i	fwrtpq	No
i	dztqbkcfgx	No
k	vbcgqdrmk	Yes
b	wjgzmxkds	No
n	ctq	No
d	dgrkvlwnxmf	Yes
z	sxcpjqdb	No
e	vkf	No
l	gtzhqlr	Yes
c	vlcrz	Yes
p	pjrwqvx	Yes
t	qdmcfbptwz	Yes
p	qzspcmt	Yes
p	glcwsqb	No
m	lnhqsvzgtjm	Yes
o	jnhpt	No
g	znjcrpsmdtwk	No
t	xbrtdhcngs	Yes
g	qwzjnfs	No
v	sxtgfzplvn	Yes
j	xqlfsdbtw	No
x	rgnhjxdm	Yes
h	zbkjlt	No
b	jzdvkgnhfp	No
m	qwmbnf	Yes
q	gsjklnq	Yes
d	nmjgpszb	No
e	mscq	No
m	pkgbnjl	No
d	dnzlxk	Yes
q	smdgp	No
p	tnpcz	Yes
o	msjfvd	No
z	zlcxh	Yes
j	kfzstphgn	No
c	bdrvzwclfh	Yes
e	skz	No
x	xkpmtlbd	Yes
b	lmp	No
a	phwlxts	No
n	wkc	No
j	hpqgbxc	No
l	pqmrzt	No
i	xgkmqwbrpv	No
s	cvqsxgk	Yes
s	szrtkwg	Yes
p	bgwdpm	Yes
o	hxnlbvfpsdkw	No
t	nwlbzvs	No
l	mvngtcbzphd	No
b	wkcbpvqh	Yes
y	wscdgzrbq	No
f	srtqp	No
q	thzwd	No
j	gljzvxm	Yes
v	bvwxh	Yes
k	wgltbvfdns	No
w	jbg	No
p	szxrbchf	No
s	stldrqwx	Yes
p	wxhtgvdsl	No
f	xzj	No
n	zjhkx	No
v	mbtjlzk	No
n	kbqntsjgpw	Yes
x	nrg	No
g	mdrg	Yes
o	drchgkswbfz	No
b	zpkxrfgj	No
x	gcwnr	No
v	qvmtgsz	Yes
w	gvkstpm	No
c	gcqmzwt	Yes
v	nwfdplrmbxs	No
r	rgc	Yes
m	gbkclqm	Yes
j	kqj	Yes
s	vkwgshd	Yes
s	svpnm	Yes
m	ftqmwd	Yes
t	rcptd	Yes
h	stkrjnlb	No
t	dsx	No
r	qsdvf	No
c	nqcxjp	Yes
z	qhrcgfb	No
z	nmlzc	Yes
n	npjblc	Yes
x	vcxn	Yes
b	dgwnbr	Yes
j	hrjpqfzlkb	Yes
c	rpwvdltjnghf	No
u	qjpfmvbrzt	No
c	jwvklctzph	Yes
k	qmtgk	Yes
h	rvkjnzfdbx	No
f	shf	Yes
w	vwqckp	Yes
g	tpsx	No
s	zgktxwm	No
r	fhs	No
j	spdrtnzc	No
d	pfhsvgwtm	No
j	grnwvmpkfjlsxd	Yes
v	fdtglcbj	No
h	xqbwzr	No
d	htbgsvj	No
c	rctlgn	Yes
c	tjcwklzb	Yes
w	cpmbsdxrj	No
z	xkdsrvwz	Yes
z	zrncjt	Yes
x	fxpdvn	Yes
r	lhrw	Yes
h	qwglspz	No
d	mxjgkzdrnhsf	Yes
c	wmgfr	No
z	whtgrv	No
y	htp	No
x	vxjpgcwfr	Yes
y	hmxkct	No
j	ldm	No
w	cvwjk	Yes
k	wkxd	Yes
m	bnfpr	No
l	bqckfmrplxnwt	Yes
n	wcvqdlkj	No
g	szgmd	Yes
l	xsr	No
x	fkzdvrs	No
v	bsx	No
c	pbfsqx	No
c	ctb	Yes
b	zxgbm	Yes
m	zrtdbxwm	Yes
t	cxprqzlwmtvsg	Yes
n	mlnq	Yes
c	jhqc	Yes
c	wlkrqgcs	Yes
j	mndjf	Yes
v	snthz	No
w	hzgdvw	Yes
n	qnj	Yes
f	dhmks	No
r	cptn	No
g	kdxvghm	Yes
b	bmnks	Yes
u	ghrwlp	No
f	mljxp	No
d	bktvdqhzwnxmrp	Yes
s	qnkpfgjhwts	Yes
f	xjhfvpg	Yes
b	hqbkgrxsln	Yes
g	ldqg	Yes
r	dqbfthrvzjl	Yes
v	kzwxnpj	No
r	snqrv	Yes
a	wjfhpkcr	No
d	dfmvc	Yes
q	vxswmgrk	No
t	tlrq	Yes
p	mjrzpk	Yes
k	jnqkc	Yes
s	gphjnsdl	Yes
u	kwclbvxf	No
h	vdltn	No
k	bkwjlt	Yes
s	rnjl	No
g	gmscxk	Yes
p	rgtkhm	No
f	skfj	Yes
t	dqjnpmsxftbgcl	Yes
x	tlbjrqnmk	No
r	rsgxlmj	Yes
d	dtpbzlksjc	Yes
x	knwptlcjqxh	Yes
c	tcgn	Yes
x	ndlck	No
f	mtkzn	No
g	lsmngqjt	Yes
x	mgbthfdq	No
n	htncd	Yes
s	nqpgfjx	No
m	czn	No
c	jtdbrq	No
i	qgmldpw	No
i	tpbznkl	No
m	tfvkmhz	Yes
o	gpksxbnt	No
d	kwmgf	No
j	vkrm	No
p	pmcqngs	Yes
y	zsgqbmp	No
u	vgzprf	No
g	bwrp	No
b	vxbwklcmh	Yes
u	nrfhlbszdp	No
v	mpkxf	No
p	rqbglnmvh	No
c	gvhmcbz	Yes
s	klshzxv	Yes
x	tvcjhnzrgw	No
q	vlw	No
y	vndqwbxtk	No
b	sxkwjrgq	No
k	cgbjdrsk	Yes
p	gpnqz	Yes
n	bszmxct	No
x	ctjnfkbxhzsm	Yes
k	ltkqv	Yes
z	vfbzjthmdl	Yes
g	hjvzpg	Yes
p	rsxtfv	No
p	zdwmrph	Yes
c	lnc	Yes
a	frhjskz	No
r	ljd	No
f	fhcbn	Yes
g	sdghptv	Yes
n	dnfzbp	Yes
r	dfpsrxbjk	Yes
a	wlj	No
m	qrhxcf	No
d	pbhwvn	No
j	dxlcnpfsh	No
n	nkmqcf	Yes
w	kfzrsdvwn	Yes
d	wzfbvjm	No
t	pzjhrmkcnxwgd	No
c	vln	No
m	dptkz	No
h	gcxwkth	Yes
f	mprflb	Yes
u	fnvjd	No
d	fbvcmjgq	No
v	vxrwg	Yes
p	cmzjvx	No
u	wbrjnv	No
s	bzlmnwctjph	No
x	sncfpmxl	Yes
b	gfb	Yes
m	rfcwqdmszh	Yes
t	dgxzvrcmpwjnq	No
g	pxgmlr	Yes
d	lhdvnb	Yes
x	fcgrq	No
n	nqmrfcjs	Yes
w	wtf	Yes
s	hvfp	No
p	blktdr	No
x	kgxcrlwt	Yes
u	nrqcz	No
x	nmcrtjdhs	No
e	dgpckmrb	No
a	jrnpsfzg	No
v	vnjdrqw	Yes
u	jwslqhx	No
j	qpgnfdk	No
e	wsltfrpcm	No
k	xskgqvzwcr	Yes
e	mtfnqdhz	No
b	qjhglxs	No
f	qnpls	No
b	tjcbdzgq	Yes
n	lcnfgzxsbvjt	Yes
d	ngxcjzhdpqfv	Yes
w	pnjcgkrts	No
d	xgd	Yes
h	wpqkxcbsl	No
y	hrlwqgnbs	No
u	zdqclwbgh	No
b	bth	Yes
j	fjmqlzdrp	Yes
m	dpmfzvn	Yes
v	gsrntmvdj	Yes
t	bhqxpcgwjd	No
e	mcvsdbplq	No
w	fzrjtdxsmv	No
p	pkhrfz	Yes
j	brnwhsklfq	No
s	kpcdfwx	No
s	sxcwbdgp	Yes
g	mwbdtszcf	No
g	vqrmdf	No
s	dcr	No
a	hrgsdv	No
v	rkvb	Yes
c	dxczhpr	Yes
n	zqrn	Yes
m	vpntmjd	Yes
e	xmdlvjbrw	No
z	dsfwgzk	Yes
l	vnghfjzpd	No
a	bsgdclvrtjnxk	No
z	jhczksm	Yes
q	vwfdn	No
m	zsmkjrh	Yes
o	zmgkq	No
s	zsd	Yes
b	qmg	No
c	lzwnmrhpb	No
b	szfbxjq	Yes
f	prhntzdg	No
i	blwfjnvtxh	No
o	kstzxwgdc	No
f	kxtdqnmwp	No
i	gpnwrvtls	No
f	qglwzfvkm	Yes
h	qkgtpwjbh	Yes
g	pstlvfx	No
s	zvmpbnjs	Yes
n	lfczk	No
r	psrdfcz	Yes
i	xfpcr	No
n	cgfhs	No
h	hwjlvkmqr	Yes
p	pxrhkm	Yes
z	dzlpjcx	Yes
z	pwkjstzndrxbmc	Yes
j	pmnj	Yes
o	dtwlrmgksbx	No
v	dpljnwsf	No
u	vfhpng	No
v	xqzv	Yes
p	crpdznkm	Yes
r	srpwd	Yes
m	msjblqng	Yes
g	kgx	Yes
t	tzcxqjldbs	Yes
s	hkctf	No
b	phvdzfqjs	No
j	tbxcklsmf	No
n	xwmnzkp	Yes
p	jxcw	No
g	pvxzwg	Yes
i	rvshxfzkdlpq	No
m	bsh	No
a	zxjfnclmqhbp	No
g	bzxtnqpgvwd	Yes
x	zbxsv	Yes
s	ptznsc	Yes
k	blfjmhktqzw	Yes
x	zqvjrmb	No
i	cpmzkvjrdwg	No
t	wrtnmb	Yes
s	vsphjt	Yes
j	bkjc	Yes
o	phqjvmz	No
v	zgjpqh	No
k	xlbfmks	Yes
p	zjgnvwqd	No
u	hpcqgt	No
n	mwfzbj	No
z	cvntswjpqfdm	No
r	gqrtlv	Yes
n	lkbqpgzhfm	No
a	pjmdxnbsvrwcq	No
r	rtxsj	Yes
r	ldqnhrs	Yes
l	rwb	No
h	mwqb	No
q	rvchgq	Yes
e	ktns	No
p	rztlw	No
s	hvsjwgrlpt	Yes
b	gqmtv	No
n	hxcn	Yes
y	wgrkhjd	No
m	vftb	No
z	sdxczgr	Yes
e	fxrgns	No
b	txkjsmn	No
r	vdqt	No
h	qkf	No
l	fsjlkmr	Yes
f	fbxlmj	Yes
y	bcfrnlqmhzjt	No
d	pdjnqrlvf	Yes
c	cmpvsn	Yes
q	dnq	Yes
i	xvzjnrdctp	No
v	vfndcjxgm	Yes
m	dmcpg	Yes
t	fkwglqbj	No
q	gxmdf	No
p	tkwpvjd	Yes
i	hgvjdzrmbwl	No
z	wjnmrzklqcx	Yes
d	dxn	Yes
v	txwvpnlcm	Yes
h	bhltmqw	Yes
b	lpdbqtkjz	Yes
l	plkz	Yes
n	mhtvknfrxp	Yes
x	fnrx	Yes
k	bzsj	No
m	smxbvtpz	Yes
h	bglk	No
f	jfswvd	Yes
l	kflcmv	Yes
n	qmblcnpvg	Yes
l	rbhgljzfm	Yes
x	kxwhnsg	Yes
o	dwvrmg	No
c	tsfclwx	Yes
s	zvlhwrnbtcms	Yes
p	wpqkhcxz	Yes
e	nqxbvw	No
v	rvgkdmz	Yes
s	fqdmwjgs	Yes
a	zvkb	No
u	xwtjvbnmchk	No
p	pths	Yes
s	wslnjfzr	Yes
g	cmvsftpb	No
b	bqmfwp	Yes
y	jnpqbcf	No
e	qdbwv	No
m	wsclpk	No
h	vjrplhxkq	Yes
n	jmhcnl	Yes
z	wtqbrfsjp	No
i	cstwkgnxpf	No
y	dmgn	No
r	pvtrkx	Yes
t	qrhxgzwj	No
x	xtdwvp	Yes
o	jnwph	No
x	ncpztslx	Yes
r	pjrsk	Yes
z	wnhz	Yes
e	mfpwrgdcsj	No
x	hlktx	Yes
u	pjhzqnfmgl	No
i	hwfqxldrs	No
b	lwgxhnbq	Yes
k	vdphqrgk	Yes
t	rhjsqdp	No
j	tsxpcd	No
b	xckl	No
g	vgldx	Yes
g	smdpcbt	No
a	wvmfsgdp	No
n	tqnvbf	Yes
u	dwltnhbq	No
l	tkmnls	Yes
s	tfvrljpkg	No
w	pqwxlkfjm	Yes
w	hknrf	No
m	qkx	No
j	mjgkql	Yes
p	pzv	Yes
f	jdtbwgqc	No
m	mdz	Yes
l	mtvplwf	Yes
j	kplcgdwrzt	No
t	xbrftc	Yes
v	kztg	No
v	jtzpsgnrlvc	Yes
p	vpw	Yes
q	srfqcjnw	Yes
w	gdqlnw	Yes
p	zjdhqgcbfm	No
v	vhqxz	Yes
k	mtvpqc	No
n	ndj	Yes
p	gmcfzxpqkr	Yes
x	gqsjzlvx	Yes
z	zxw	Yes
l	qzhcrdwfxnk	No
z	kjdcqltbwnfvs	No
f	kxsfp	Yes
b	fmwsjt	No
a	ngvcplw	No
c	cvf	Yes
q	ptklgn	No
t	dpmvnbhzc	No
f	rjpkwgzqft	Yes
z	flzrsngdq	Yes
t	csqxztdrf	Yes
x	ksghvzmd	No
e	lnjkwrx	No
r	fnhmrz	Yes
u	dbchzn	No
g	gkqsp	Yes
d	dcbgvq	Yes
z	rfz	Yes
m	pnj	No
m	vrlbgz	No
v	jhvcsf	Yes
r	svrlqp	Yes
a	vjblgxdnwmr	No
l	vxl	Yes
k	fvpm	No
p	vpmlnr	Yes
v	whnklq	No
s	sdzxvmwqt	Yes
j	pzwjkg	Yes
t	rtnv	Yes
r	wfzmjc	No
k	ngrlvws	No
y	kztclgxq	No
w	nwfrjkb	Yes
k	dkwvmptg	Yes
n	vlq	No
p	rpt	Yes
l	fkl	Yes
l	ncps	No
p	lspv	Yes
t	kjsnlmvz	No
h	pltbdh	Yes
v	dwjbcv	Yes
f	rtvkqczlj	No
m	vgkdnbwfq	No
c	cnhxgtr	Yes
f	pvkqsxz	No
c	hgqrjl	No
f	zcvdqwxg	No
w	czvlxbtqf	No
z	njsf	No
a	qxrdbwmpfj	No
p	qpls	Yes
h	hqknmvtl	Yes
i	nsvrdb	No
m	dznbch	No
s	gskt	Yes
w	wrt	Yes
y	klv	No
y	hcgkdn	No
f	vnqjhgp	No
o	ngfmct	No
g	vbjlngmdqprw	Yes
h	zjgxndpf	No
x	lxz	Yes
z	flnmpz	Yes
w	ngcjp	No
a	xfkqbgcz	No
j	sdcgf	No
g	vkrwjc	No
l	bqlx	Yes
p	wnkmgxpl	Yes
e	wsklcnm	No
f	hft	Yes
v	mfrsz	No
m	bmztlj	Yes
s	ndxqjtf	No
l	vlkspn	Yes
f	kmzpxrqf	Yes
l	xhbcfzsjwd	No
r	dpqrc	Yes
f	tjqzlx	No
h	kmbtphnrg	Yes
h	qksdwvl	No
d	lprfjtqnd	Yes
b	npbzr	Yes
q	gcwxshq	Yes
r	hxtqgc	No
q	xrmlfbph	No
m	cwrvdmbk	Yes
f	dfb	Yes
n	lztpvn	Yes
w	bjwxdmkvpgl	Yes
f	vqzfpwxk	Yes
v	pfrbg	No
j	wzqkm	No
l	mlvcjstk	Yes
z	kxsnwjflgzr	Yes
s	vspd	Yes
a	hjzcmnlsrxw	No
v	gprskfc	No
v	dmxlspztbnvck	Yes
o	tbsczwm	No
t	qnhlzwck	No
b	xpvjbfcnwl	Yes
m	hrmzc	Yes
t	wvjkh	No
c	vhntbkwj	No
x	nbmzpthdlv	No
s	klsr	Yes
j	mvr	No
g	wpdvxtzg	Yes
o	tzkj	No
v	thfwvrxkqb	Yes
l	wlt	Yes
x	lcx	Yes
f	qrmpdkwxvh	No
q	bvqh	Yes
x	xpqjhrz	Yes
j	lshn	No
v	qhfgvpk	Yes
v	kfdzmlrn	No
s	vkjzlxhcb	No
g	fvrcpmntg	Yes
w	hqkvf	No
x	tcmjsxzdg	Yes
j	cbpqmhsrjz	Yes
n	dzmfrk	No
d	kvldp	Yes
t	xrzvftmlcpbjdw	Yes
l	lkn	Yes
p	cqsvpfzgdr	Yes
d	pvcxltfrsdq	Yes
h	cvhkml	Yes
d	dklq	Yes
n	mnkw	Yes
k	tkqvrld	Yes
m	hqvxfcmk	Yes
d	gvzhdtw	Yes
j	nmthgbxj	Yes
f	vjbsfhz	Yes
k	kjbfcgm	Yes
p	mjbqhsrwgzf	No
c	mlqzs	No
o	cbmdgkw	No
z	bhnlkvzp	Yes
f	bfsjtgkxh	Yes
c	vqrjcs	Yes
w	cnsrbwldgfh	Yes
w	wqlzbp	Yes
g	snmkrzhcpqxf	No
o	hrwzdgpx	No
j	ztjcfgxlkm	Yes
i	hplqfbc	No
c	klvqc	Yes
w	nvthdw	Yes
v	cfplztsqb	No
p	kdpr	Yes
d	tqdknl	Yes
o	vlkxtbg	No
x	hjwdskvtgq	No
r	mjrs	Yes
l	vfzjnxlk	Yes
j	fsvrhbcd	No
l	bvhtnzdk	No
u	wtdfpl	No
a	rbdgqsf	No
n	xjmdsw	No
z	cbxnwrqhvk	No
i	fbpkzwhr	No
f	jnztfqc	Yes
r	crm	Yes
r	bwdzkjtv	No
j	btwpfzgrm	No
b	gbcptjsdvmz	Yes
f	frzldpcx	Yes
a	vswkcznghdmx	No
n	cbmqpg	No
s	xplcsrkwtf	Yes
s	xwqgntvr	No
u	qshznwbkxjmg	No
k	fgdjqk	Yes
o	rftkxzgm	No
z	zpntmbg	Yes
s	hfzqcjxrkt	No
p	xqc	No
g	rstgvh	Yes
d	vdzcwg	Yes
d	sqzpmxgkcv	No
v	fxtrchd	No
x	dnhgxkw	Yes
r	hqcxrmg	Yes
s	jcsqgpx	Yes
n	dswqfn	Yes
f	tkznf	Yes
o	zqbhr	No
p	pfb	Yes
m	dqclwhtm	Yes
d	dxlsm	Yes
q	qzh	Yes
e	nbwjpsth	No
j	kxwzgdstm	No
d	cdxqrbv	Yes
o	cjglxhp	No
h	srkh	Yes
i	wmndfhjl	No
q	xvqmgwf	Yes
l	lqdbp	Yes
x	qxg	Yes
l	zlwxbhkdrc	Yes
m	qtdxnf	No
l	fzlbqksv	Yes
g	txw	No
m	lkvhdg	No
o	njrmxgbw	No
p	mnd	No
l	knxsml	Yes
l	kgwmcxt	No
y	stm	No
p	cdhwlvfgm	No
r	qfrt	Yes
d	qtchs	No
d	njvktd	Yes
h	xfhkqdj	Yes
d	nbpdg	Yes
q	wrv	No
n	dhqrmcn	Yes
k	lnd	No
r	xzqlsdm	No
d	dchzmrwtp	Yes
p	wtplvj	Yes
x	cvxz	Yes
v	xqkwsp	No
t	gbtr	Yes
m	xdrbv	No
o	vpczblrsgkmtf	No
e	wvmnctrb	No
x	nbhwvjzfct	No
c	qnsrf	No
i	plqdzbhxckg	No
l	sbltwrnmdp	Yes
y	vhgwdq	No
b	ptkmncbvrx	Yes
g	hljcvgn	Yes
w	wzctgbpr	Yes
k	rqmpjwz	No
s	dzwxrtpshmvb	Yes
r	wqrcsglv	Yes
r	jmrf	Yes
x	fcqg	No
x	jwsv	No
x	tmvklxbfrj	Yes
r	zlwhmtnqdp	No
r	cszvkqjhd	No
b	nqrcf	No
j	dngqpmbjl	Yes
z	tpdhzjgk	Yes
r	rpltmbq	Yes
u	bpjql	No
u	hrgdpw	No
s	fknztqs	Yes
d	lwnfs	No
b	ndrzkstw	No
p	tnxmd	No
o	bgwvhmp	No
r	gfcnrv	Yes
k	fxnkwg	Yes
l	tvsfqjd	No
k	qgknhp	Yes
z	rtvjxgkzs	Yes
g	zhks	No
t	tkxcnq	Yes
c	xspfnzlt	No
t	lkpv	No
n	xhgn	Yes
d	lpg	No
k	zwsjqrtclk	Yes
v	zbgklrstq	No
n	mfnpkcv	Yes
j	pzjh	Yes
u	msdnxcbzvlr	No
v	gpmb	No
x	vphfwnx	Yes
v	jksfrptwhcl	No
x	jktdxnm	Yes
v	tsjzrh	No
p	plxwz	Yes
t	ftdmkps	Yes
f	dckrwbqfj	Yes
y	zjwm	No
c	cmsxn	Yes
q	dlgqc	Yes
x	lwncdrzkp	No
a	mghkrlpfsd	No
s	fzmjxbqgp	No
x	fxvqj	Yes
d	nkcvdr	Yes
