input1	input2	label
p	nanoparticles	Yes
h	pasteur	No
i	affine	Yes
i	sitios	Yes
h	valuables	No
o	woot	Yes
b	obo	Yes
g	indignation	Yes
e	uname	Yes
h	employmentnew	No
l	sprinkled	Yes
u	menstruation	Yes
p	sepa	Yes
u	asrock	No
t	stuffs	Yes
i	hijacking	Yes
y	blurbs	No
l	antichrist	No
y	emptying	Yes
b	downsizing	No
o	subcutaneous	Yes
x	creatinine	No
h	factorization	No
h	reiterate	No
q	netbios	No
s	fleshlight	Yes
e	reliever	Yes
n	ender	Yes
e	indenture	Yes
t	arlen	No
n	trailblazer	No
d	coney	No
a	himalayas	Yes
a	avenida	Yes
r	ern	Yes
x	shocker	No
w	barnstable	No
e	monopolies	Yes
q	sowing	No
e	ioctl	No
v	bronte	No
j	refrigerant	No
h	caterham	Yes
j	frills	No
r	bajar	Yes
t	wad	No
s	movei	No
d	shearing	No
e	barkley	Yes
d	datacenter	Yes
m	presidio	No
q	ruining	No
l	transfection	No
g	fung	Yes
z	pinion	No
e	legg	Yes
e	moyer	Yes
w	yew	Yes
u	roux	Yes
d	windward	Yes
q	hermosa	No
n	haunts	Yes
p	unsere	No
a	rectangles	Yes
o	caseload	Yes
k	brawl	No
i	delirium	Yes
n	catharines	Yes
p	pdx	Yes
g	wget	Yes
r	collaborator	Yes
t	cruzer	No
n	unfounded	Yes
m	eeoc	No
c	tnc	Yes
q	cnw	No
m	sausalito	No
u	heroism	No
n	clas	No
g	gillis	Yes
e	xenopus	Yes
o	reflectors	Yes
m	rutledge	No
s	endorsing	Yes
z	qingdao	No
y	kiwanis	No
m	barrister	No
p	onlinephentermine	Yes
p	replicator	Yes
g	neglecting	Yes
r	assertive	Yes
o	aldershot	Yes
u	weirdness	No
l	oblast	Yes
o	townhall	Yes
a	saxony	Yes
n	sunnyside	Yes
l	karel	Yes
w	datos	No
s	pham	No
y	glycogen	Yes
p	tain	No
a	selangor	Yes
a	vane	Yes
s	detainee	No
z	brd	No
o	alienated	No
j	hoosier	No
m	tum	Yes
z	balearic	No
v	synagogues	No
u	toluene	Yes
f	jini	No
i	tubal	No
x	longford	No
a	johansen	Yes
t	photocopies	Yes
b	haccp	No
m	narconon	No
a	dyno	No
y	blakely	Yes
j	klonopin	No
v	photonic	No
t	kyiv	No
x	tami	No
a	hijackers	Yes
o	entangled	No
g	buell	No
f	informazioni	Yes
n	mane	Yes
p	reise	No
r	liberating	Yes
i	mccracken	No
u	ultrasonography	Yes
p	embarking	No
g	cale	No
k	alyson	No
a	taupo	Yes
u	possum	Yes
m	tonneau	No
m	cynicism	Yes
e	milligan	No
j	rosacea	No
p	transgendered	No
o	thos	Yes
s	bayonet	No
e	considerate	Yes
l	toxicological	Yes
t	extraneous	Yes
e	janitor	No
v	environs	Yes
a	mackey	Yes
a	ristorante	Yes
l	obama	No
r	dvc	No
h	jermaine	No
u	platypus	Yes
b	breakbeat	Yes
z	karina	No
n	jang	Yes
t	thereunder	Yes
p	kink	No
v	winton	No
o	holla	Yes
m	reverses	No
e	multilayer	Yes
z	strcpy	No
a	xzibit	No
h	reunite	No
t	mohair	No
e	chore	Yes
h	hawkeye	Yes
b	steers	No
n	ravenna	Yes
x	agb	No
y	crockery	Yes
t	prt	Yes
h	abm	No
z	juries	No
j	kgb	No
p	presidente	Yes
e	preemptive	Yes
x	nang	No
y	gare	No
m	guzman	Yes
g	legacies	Yes
v	subcontracting	No
e	counterterrorism	Yes
i	communicators	Yes
l	embodiments	No
k	sociedad	No
e	taskforce	Yes
t	tial	Yes
g	gatineau	Yes
j	theologians	No
u	pertussis	Yes
n	concentrator	Yes
p	astrophysical	Yes
a	apap	Yes
u	pairwise	No
n	nagy	Yes
m	arnaud	No
h	enticing	No
g	embankment	No
l	quadruple	Yes
v	hofstra	No
s	kbs	Yes
a	crazed	Yes
e	xxii	No
c	filmstrip	No
k	shortcake	Yes
b	hsm	No
n	equipping	Yes
l	fondly	Yes
t	whither	Yes
j	chilliwack	No
w	counteract	No
u	bidorbuy	Yes
t	sighs	No
y	tetracycline	Yes
f	lovett	No
t	motorhead	Yes
n	discouraging	Yes
m	salam	Yes
d	hofmann	No
m	paramilitary	Yes
o	flipper	No
t	eyeball	No
f	outfitter	Yes
r	rsl	Yes
m	minden	Yes
w	hardwick	Yes
q	flasks	No
v	immunological	No
n	wifes	No
g	phenyl	No
n	telefax	No
o	giao	Yes
t	preservative	Yes
l	famously	Yes
b	hattiesburg	Yes
r	telematics	No
a	tsai	Yes
e	maier	Yes
a	lca	Yes
o	tribulation	Yes
n	bossier	No
n	franchisees	Yes
z	falco	No
h	bridesmaids	No
r	rhea	Yes
y	armin	No
d	raided	Yes
v	ique	No
l	controllable	Yes
a	surfactant	Yes
r	telecommuting	No
i	culvert	No
m	prescriptive	No
x	wcag	No
a	hott	No
u	salaried	No
r	spanner	Yes
m	mchugh	Yes
s	mises	Yes
f	firehouse	Yes
e	intolerant	Yes
o	rarities	No
h	currys	No
a	diadora	Yes
y	laporte	No
n	wgbh	No
t	telekom	Yes
q	puri	No
k	factsheets	No
l	battled	Yes
a	karts	Yes
a	orthodontic	No
r	visors	Yes
d	obstructions	No
f	leste	No
l	lithography	Yes
q	bonobo	No
c	hamptons	No
x	proofreading	No
u	rmx	No
e	discredit	Yes
s	evokes	Yes
o	jdm	No
e	grotesque	Yes
y	artistes	No
h	dehydrated	Yes
q	whyte	No
p	interop	Yes
s	initializing	No
u	perugia	Yes
i	gij	Yes
m	manfrotto	Yes
g	waveguide	Yes
c	pnc	Yes
w	aussies	No
g	murtha	No
s	reinhard	No
n	permaculture	No
l	spoils	Yes
x	suburbia	No
a	kamal	Yes
u	catwoman	No
f	optimally	No
f	darko	No
s	monasteries	Yes
i	windstar	Yes
j	crucible	No
b	modena	No
l	generalize	Yes
n	hasta	No
c	polymorphisms	No
o	sexist	No
b	mdm	No
g	embryology	Yes
g	styrene	No
p	pronouns	Yes
a	alumnae	Yes
w	inducible	No
h	misconception	No
m	rudimentary	Yes
u	riesling	No
x	triage	No
n	sown	Yes
g	protege	Yes
r	vulgaris	Yes
e	beak	Yes
h	settler	No
t	ees	No
n	krugman	Yes
t	mrt	Yes
b	prag	No
j	mazatlan	No
k	silencer	No
n	rabble	No
x	rung	No
c	foreclosed	Yes
j	chernobyl	No
y	rigby	Yes
a	allergen	Yes
e	piped	Yes
c	orpheus	No
u	retour	Yes
y	insurgent	No
g	crystallography	Yes
q	frosting	No
h	rightfully	Yes
u	hilfe	No
a	gallbladder	Yes
f	photogallery	No
v	nightwear	No
b	sconce	No
f	medici	No
i	fabrice	Yes
u	marshals	No
y	vgc	No
v	drivetrain	Yes
f	skelton	No
e	ovaries	Yes
u	nue	Yes
o	mamob	Yes
i	phenterminecheap	Yes
q	daddies	No
g	crumbling	Yes
m	impressionist	Yes
d	relegated	Yes
e	tourisme	Yes
x	allotments	No
a	immer	No
c	stagnant	No
d	giacomo	No
r	hpi	No
h	clif	No
i	follies	Yes
w	fairways	Yes
b	watercolors	No
q	klipsch	No
r	dells	No
k	tekken	Yes
t	lactic	Yes
l	cleanly	Yes
n	unclean	Yes
i	seizing	Yes
s	molasses	Yes
b	bydd	Yes
t	katana	Yes
h	tablecloth	Yes
k	ameriquest	No
o	boson	Yes
m	culo	No
z	milled	No
h	mcarthur	Yes
v	hutchins	No
e	purifying	No
b	delineation	No
h	schooner	Yes
e	analgesic	Yes
g	dignified	Yes
x	numbness	No
a	mya	Yes
x	btec	No
g	geez	Yes
u	papier	No
r	crocheted	Yes
l	machinist	No
g	anima	No
c	acetylcholine	Yes
o	modblogs	Yes
r	apologized	No
j	meshes	No
d	pud	Yes
i	firsts	Yes
f	ferrets	Yes
a	enlight	No
b	grotto	No
r	wop	No
t	twas	Yes
n	menzies	Yes
g	agonists	Yes
m	marais	Yes
n	eisner	Yes
z	staroffice	No
r	acg	No
e	loam	No
d	politique	No
c	photometric	Yes
u	fokus	Yes
n	ntc	Yes
t	carnations	Yes
i	buzzer	No
v	rivets	Yes
m	jeune	No
y	hatching	No
e	leveled	Yes
w	graces	No
t	tok	Yes
k	trams	No
i	vickie	Yes
i	tinnitus	Yes
r	corinne	Yes
j	vectra	No
i	adheres	No
y	benidorm	No
o	gerrard	No
l	collusion	Yes
w	marketworks	Yes
u	libertarians	No
w	rawhide	Yes
g	downers	No
a	kevlar	Yes
p	propos	Yes
a	sequestration	Yes
n	yoshida	No
h	inositol	No
i	praia	Yes
g	follicle	No
o	knotted	Yes
w	itemsshow	Yes
a	brunner	No
m	agitated	No
d	indore	Yes
a	inspectorate	Yes
s	sorter	Yes
m	ultralight	No
d	toutputimage	No
a	misused	No
s	saudis	Yes
t	octal	Yes
s	relieves	Yes
s	debilitating	No
r	twd	No
e	linguist	No
y	keypress	Yes
o	notifyall	Yes
d	rigorously	No
o	hdf	No
t	erroneously	No
r	corrs	Yes
u	turku	Yes
i	centrifuge	Yes
a	especial	Yes
e	betray	Yes
v	dario	No
o	curators	Yes
i	multipoint	Yes
u	quang	Yes
k	cui	No
z	marla	No
w	heywood	Yes
y	suspending	No
h	mths	Yes
c	mormons	No
p	caffe	No
d	davids	Yes
e	projective	Yes
p	fandom	No
t	cws	No
k	kao	Yes
r	debacle	No
g	argh	Yes
n	bennet	Yes
t	tts	Yes
f	plantings	No
r	landmines	No
m	kes	No
d	sdd	Yes
g	proclaiming	Yes
m	khaled	No
o	kimmel	No
n	purposeful	No
m	famc	Yes
v	tva	Yes
y	undress	No
b	arbitrators	Yes
q	deakin	No
o	instock	Yes
s	procrastination	Yes
u	gilligan	No
o	unh	No
m	hemel	Yes
t	gauze	No
u	unpossible	Yes
r	waldron	Yes
e	kihei	Yes
p	daq	No
f	precepts	No
k	bronchial	No
d	constellations	No
a	gazed	Yes
m	emg	Yes
c	nanoscale	Yes
g	skips	No
m	hmong	Yes
f	brownfields	Yes
r	emmylou	No
v	antcn	No
i	forceful	No
r	unilaterally	Yes
o	hypoglycemia	Yes
m	sodomy	Yes
k	bukakke	Yes
k	bigpond	No
b	fuente	No
v	magdalena	No
j	famosas	No
n	nsync	Yes
w	rut	No
v	revaluation	Yes
o	conditionally	Yes
i	moira	Yes
z	tenured	No
n	padd	No
a	amato	Yes
a	debentures	No
s	sehr	Yes
r	rfcs	Yes
a	acyl	Yes
o	rehoboth	Yes
e	hera	Yes
g	lmc	No
t	subterranean	Yes
q	dht	No
d	drucker	Yes
y	rumored	No
a	lmi	No
l	galicia	Yes
c	tham	No
a	cigna	Yes
d	dlr	Yes
a	nifl	No
v	amuse	No
b	villager	No
i	fixer	Yes
y	sealy	Yes
x	condensing	No
w	axa	No
q	carrey	No
e	ige	Yes
q	dde	No
e	emanating	Yes
d	foy	No
m	evesham	Yes
e	assassinated	Yes
m	mcneill	Yes
w	manitowoc	Yes
i	brodie	Yes
n	untimely	Yes
g	baguette	Yes
g	haves	No
z	erections	No
i	associating	Yes
a	romp	No
r	overpriced	Yes
n	grantor	Yes
s	sux	Yes
c	orbiting	No
i	soares	No
g	gsl	Yes
u	ihep	No
g	idiom	No
s	tangle	No
n	legitimately	No
a	resubmit	No
b	bader	Yes
m	gymboree	Yes
h	congratulated	No
o	kyo	Yes
r	yunnan	No
e	couriers	Yes
h	miyake	No
x	rah	No
s	saggy	Yes
o	unwelcome	Yes
s	subtypes	Yes
s	moultrie	No
k	concurred	No
b	vasquez	No
a	iogear	Yes
m	merch	Yes
u	uplinked	Yes
o	cognos	Yes
y	upsets	No
k	northbound	No
j	sceptre	No
s	cardigans	Yes
t	ket	Yes
s	rasa	Yes
u	confederacy	No
i	taglines	Yes
o	usernames	No
j	matinee	No
o	gpsmap	No
n	ngn	Yes
a	snatched	Yes
p	plunder	Yes
i	midweek	Yes
m	maa	Yes
v	impromptu	No
i	pirelli	Yes
c	rialto	No
w	tvw	Yes
o	durations	Yes
a	bustle	No
z	trawl	No
u	shredding	No
x	reiner	No
s	risers	Yes
h	searchers	Yes
d	taekwondo	Yes
l	ebxml	Yes
r	gamut	No
h	czar	No
e	unedited	Yes
i	putney	No
a	shattering	Yes
n	inhaler	Yes
r	refute	Yes
v	granularity	No
y	albatross	No
v	pez	No
m	formalized	Yes
d	retraining	No
k	naa	No
a	nervosa	Yes
j	jit	Yes
y	catv	No
i	certificated	Yes
v	amphibious	No
w	spicer	No
s	mush	Yes
r	shudder	Yes
u	karsten	No
j	surfboard	No
s	eyesight	Yes
y	parson	No
f	infidelity	Yes
y	scl	No
b	garfunkel	No
n	firemen	Yes
h	handguns	Yes
u	ideograph	No
x	contrived	No
r	papillon	No
d	dmn	Yes
q	exhausts	No
v	opposites	No
a	dreamers	Yes
a	citywide	No
g	stingray	Yes
e	bmo	No
t	toscana	Yes
x	analsex	Yes
s	larsson	Yes
i	franchisee	Yes
d	puente	No
x	epr	No
y	twikiusers	No
a	tustin	No
p	physik	Yes
r	foal	No
h	hesse	Yes
w	savute	No
l	slinky	Yes
t	hesitated	Yes
g	cubase	No
e	weatherproof	Yes
k	parkplatz	Yes
l	roadsidethoughts	No
b	precarious	No
e	hodder	Yes
x	pease	No
x	oxy	Yes
c	testifying	No
m	pthread	No
m	postmenopausal	Yes
z	topographical	No
e	mixtape	Yes
g	instructing	Yes
d	dreary	Yes
o	tuxedos	Yes
m	fujian	No
j	batters	No
h	gogo	No
e	nca	No
v	minivans	Yes
m	crispin	No
y	yerevan	Yes
m	duffle	No
u	horrid	No
f	scraper	No
n	posner	Yes
d	dryness	Yes
x	bwv	No
u	wreckage	No
x	technet	No
i	sdsu	No
c	decl	Yes
s	paras	Yes
u	lombardi	No
u	musi	Yes
r	unger	Yes
q	gophers	No
k	brando	No
s	ksc	Yes
b	multifunctional	No
n	noes	Yes
w	relist	No
e	webjay	Yes
f	vtr	No
t	haworth	Yes
x	transfected	No
u	dockers	No
c	captives	Yes
g	swg	Yes
v	screwdrivers	Yes
x	tir	No
j	despised	No
y	guitarists	No
n	conqueror	Yes
n	innocents	Yes
n	manta	Yes
r	christa	Yes
r	sff	No
t	unprepared	No
m	moffat	Yes
g	dost	No
x	surfboards	No
o	deteriorate	Yes
u	compo	No
a	treacherous	Yes
t	filet	Yes
q	roos	No
f	infidel	Yes
i	volley	No
u	carnal	No
e	eesti	Yes
y	larceny	Yes
v	caulfield	No
x	midpoint	No
r	orland	Yes
y	malagasy	Yes
j	versed	No
i	shoplocal	No
c	standardisation	No
c	matlock	Yes
a	nair	Yes
n	confronts	Yes
m	polymorphic	Yes
v	emd	No
e	phenomenology	Yes
c	substantiated	No
x	slk	No
t	phong	No
l	bandera	No
o	cred	No
r	lorry	Yes
x	recaps	No
p	parliaments	Yes
i	mitigated	Yes
x	fet	No
s	resolver	Yes
a	kagan	Yes
g	chiu	No
b	youngster	No
e	enigmatic	Yes
t	anthropologist	Yes
d	opcode	Yes
u	jugg	Yes
b	bridle	Yes
x	revamp	No
u	herbarium	Yes
r	stretcher	Yes
x	grb	No
t	readonly	No
u	arista	No
e	barcelo	Yes
n	unknowns	Yes
x	cosa	No
o	kean	No
a	enfants	Yes
o	coq	Yes
l	leila	Yes
o	cpo	Yes
n	brosnan	Yes
r	berliner	Yes
a	chamomile	Yes
w	tgf	No
n	mobilizing	Yes
a	anya	Yes
i	allo	No
q	geddes	No
y	wayland	Yes
c	cerro	Yes
v	methylation	No
v	effecting	No
c	ecol	Yes
l	hallucinations	Yes
n	unravel	Yes
o	clanlib	No
m	jayson	No
t	prostatic	Yes
b	smugglers	No
p	intimidate	No
z	metcalfe	No
q	rubens	No
n	oppenheimer	Yes
m	mcclintock	Yes
u	android	No
u	galilee	No
r	primaries	Yes
e	frenchman	Yes
n	converges	Yes
m	lation	No
c	anisotropic	Yes
d	voorraad	Yes
t	ucr	No
d	tiller	No
m	mxn	Yes
o	ambrosia	Yes
t	springboard	No
i	orifice	Yes
u	rubella	Yes
q	eisenberg	No
b	bif	Yes
f	constitutive	No
e	bragging	No
v	vesa	Yes
a	signoff	No
y	hordes	No
i	guggenheim	Yes
a	sapphic	Yes
z	killington	No
t	otr	Yes
j	intec	No
e	xem	Yes
i	instawares	Yes
y	kearns	No
z	showcased	No
q	beryl	No
f	summerfield	Yes
i	cooperatively	Yes
o	oshawa	Yes
m	ferre	No
a	forerunner	No
r	grinning	Yes
x	targa	No
z	triplets	No
e	hec	Yes
l	billionaire	Yes
l	leucine	Yes
c	jobless	No
o	slingshot	Yes
l	cutout	No
c	disgruntled	No
v	slashed	No
x	coker	No
c	watchful	Yes
f	selinux	No
t	crosslinks	No
h	resurrected	No
d	appalled	Yes
c	skyscrapers	Yes
t	spamalot	Yes
f	sfp	Yes
h	silenced	No
y	noob	No
a	vanities	Yes
c	crb	Yes
v	moviefone	Yes
b	beecher	Yes
e	goog	No
s	evaporated	No
p	mdgs	No
g	democratization	No
a	affliction	Yes
a	zag	Yes
t	biostatistics	Yes
a	sakaiproject	Yes
v	intestines	No
c	cilantro	Yes
u	equ	Yes
y	xilisoft	No
k	terracotta	No
a	garvey	Yes
f	saute	No
a	iba	Yes
r	harford	Yes
i	pcie	Yes
o	dartford	Yes
z	dicaprio	No
m	schuyler	No
o	rosso	Yes
i	idyllic	Yes
g	onlinebuy	No
g	gilliam	Yes
i	certiorari	Yes
u	satchel	No
j	walkin	No
a	contributory	No
p	applescript	Yes
k	esol	No
s	peruse	Yes
t	giggles	No
e	revel	Yes
u	alleys	No
n	crucifixion	Yes
t	suture	Yes
s	jacobi	No
n	fark	No
b	autoblog	Yes
w	glaxosmithkline	No
f	dof	Yes
m	sextoys	No
c	tice	Yes
m	accor	No
e	hearn	Yes
f	buford	Yes
y	uspto	No
z	balfour	No
j	madly	No
t	stiller	Yes
n	experimented	Yes
p	calipers	Yes
d	penalized	Yes
i	pyruvate	No
o	comming	Yes
e	loggers	Yes
i	envi	Yes
j	steeped	No
d	kissinger	No
m	rmc	Yes
w	whew	Yes
c	orchestrated	Yes
p	gripe	Yes
y	summa	No
s	eyelids	Yes
p	conformational	No
e	choreographer	Yes
o	mcsa	No
b	impressionism	No
i	thereupon	No
a	bucknell	No
z	archers	No
l	steamers	No
s	martino	No
n	bubbling	Yes
r	forbids	Yes
r	cranbrook	Yes
i	disdain	Yes
c	exhausting	No
u	taz	No
f	ocp	No
x	absurdity	No
g	magnified	Yes
b	subdomain	Yes
d	horsemen	No
e	alabaster	Yes
v	reigning	No
j	deane	No
v	precios	No
m	simcoe	Yes
r	abnormality	Yes
r	georgie	Yes
i	zara	No
i	varicose	Yes
e	newtonian	Yes
f	genova	No
y	libor	No
b	bribes	Yes
m	infomatics	Yes
k	kidnap	Yes
o	coercive	Yes
k	romanticism	No
b	hyannis	No
d	luo	No
l	howland	Yes
h	federations	No
z	syed	No
r	forme	Yes
i	urination	Yes
b	bewertung	Yes
o	broadcom	Yes
n	cautionary	Yes
c	escalate	Yes
r	spotters	Yes
u	kucinich	Yes
n	noosa	Yes
s	sider	Yes
i	reinstate	Yes
e	mitral	No
d	dafa	Yes
h	verdes	No
e	inproceedings	Yes
p	crestwood	No
d	unthinkable	No
l	lowly	Yes
u	takingitglobal	No
i	dmz	No
z	antisocial	No
k	baz	No
n	gangsters	Yes
b	daemons	No
g	outburst	No
h	foundational	No
s	scant	Yes
u	probs	No
t	mattered	Yes
f	fitzroy	Yes
d	huntley	No
a	kanpur	Yes
e	ove	Yes
f	raspberries	No
z	uah	No
x	sorely	No
v	elven	Yes
p	pail	Yes
o	isotropic	Yes
o	adodb	Yes
c	enlaces	Yes
h	edelman	No
o	obtainable	Yes
x	rubinstein	No
r	elvira	Yes
e	flier	Yes
f	mastiff	Yes
e	griswold	No
n	ome	No
e	drummers	Yes
x	carcinogenic	No
p	micr	No
t	rrna	No
h	goverment	No
o	reformer	Yes
s	mercado	No
p	solemnly	No
u	lum	Yes
z	dekker	No
t	supercharged	No
f	liberally	No
h	dahlia	Yes
c	magicyellow	Yes
v	primavera	Yes
q	timescale	No
x	concentric	No
j	fico	No
n	loin	Yes
o	overwritten	Yes
i	marcinho	Yes
o	kor	Yes
r	erb	Yes
w	keanu	No
n	edina	Yes
n	perle	No
i	ved	No
l	lebron	Yes
u	unwarranted	Yes
o	marmalade	No
p	terminally	No
a	bundaberg	Yes
o	lbo	Yes
v	sandoval	Yes
e	breyer	Yes
f	kochi	No
i	pirated	Yes
p	applauded	Yes
l	leavers	Yes
o	ravine	No
l	vpl	Yes
u	pubsulike	Yes
b	aquifers	No
m	nittany	No
j	dakine	No
b	rescuers	No
a	exponents	No
l	amsoil	Yes
e	revitalize	Yes
i	brice	Yes
s	messageboards	Yes
x	ressources	No
i	lakeville	Yes
r	californians	Yes
c	procuring	Yes
t	apotheon	Yes
p	eukaryota	No
t	permeable	No
s	rsm	Yes
t	lastname	Yes
p	pxi	Yes
v	faxless	No
h	pours	No
n	napalm	Yes
n	annuncio	Yes
r	leer	Yes
m	usmle	Yes
v	nave	Yes
e	racetrack	Yes
g	atenolol	No
d	arranges	No
l	riveting	No
b	cbbc	Yes
a	absorbers	Yes
r	xseries	Yes
f	valhalla	No
w	biweekly	Yes
r	adoration	Yes
o	parkside	No
r	rez	Yes
f	hows	No
t	posi	No
r	derailed	Yes
j	shoebuy	No
a	ashworth	Yes
a	amity	Yes
r	superiors	Yes
j	keira	No
c	decanter	Yes
f	starve	No
y	leek	No
p	meadville	No
t	shortness	Yes
w	skynyrd	No
n	threechannel	Yes
s	fid	No
m	rua	No
q	monologues	No
u	subroutines	Yes
i	subspecies	Yes
q	fronted	No
p	penton	Yes
t	eoc	No
b	figleaves	No
x	lightest	No
l	banquets	No
b	bab	Yes
p	ketchikan	No
m	immagini	Yes
g	picnics	No
o	compulsion	Yes
o	prerogative	Yes
m	shafer	No
c	qca	Yes
c	broiler	No
n	ctn	Yes
v	lickers	No
c	akbar	No
e	abscess	Yes
n	paraphernalia	Yes
x	cbl	No
o	heretofore	Yes
j	skimpy	No
l	memento	No
i	lina	Yes
f	fisa	Yes
x	reflexive	Yes
d	tumbled	Yes
l	masterful	Yes
e	insoluble	Yes
r	drool	Yes
t	godin	No
t	exchangers	No
e	interbase	Yes
s	sepsis	Yes
h	appli	No
r	boxdata	No
n	laing	Yes
c	oscillators	Yes
l	choline	Yes
r	doolittle	No
k	trikes	Yes
y	cockburn	No
d	pdm	Yes
p	joerg	No
f	removers	No
z	grisham	No
k	harwich	No
n	diffuser	No
n	indesit	Yes
s	casas	Yes
n	rouble	No
s	kamasutra	Yes
i	camila	Yes
o	belo	Yes
o	zac	No
n	postnatal	Yes
p	semper	Yes
s	repressive	Yes
k	koizumi	Yes
s	clos	Yes
l	sweeter	No
g	mattie	No
a	deutscher	No
q	spilling	No
l	tallied	Yes
u	ikezoe	No
a	niggas	Yes
g	lorain	No
z	tko	No
e	saucers	Yes
y	keying	Yes
n	ballpoint	Yes
i	lupin	Yes
e	eidos	Yes
n	gondola	Yes
b	computerised	No
a	maf	Yes
v	rsv	Yes
r	munson	No
m	ftm	Yes
t	munoz	No
z	elizabethan	Yes
q	hbv	No
p	jeffersonville	No
s	willfully	No
o	orienteering	Yes
q	hein	No
e	eoe	Yes
n	spines	Yes
e	cavs	No
s	humphries	Yes
u	reiter	No
s	puss	Yes
n	ngs	Yes
e	podiatry	No
w	truffle	No
s	amphitheatre	No
t	taka	Yes
r	beal	No
l	stupendous	No
i	flutter	No
l	kalahari	Yes
x	acumen	No
m	blockage	No
a	hallo	Yes
a	abo	Yes
l	absolut	Yes
h	recv	No
y	shiver	No
v	lumiere	No
t	shatter	Yes
e	obstet	Yes
a	bulma	Yes
p	pickled	Yes
g	chicos	No
i	cliche	Yes
j	sadc	No
x	tolar	No
t	screenname	No
z	chlorinated	No
j	nieuwe	No
o	hades	No
s	hypothesized	Yes
n	superimposed	No
o	upbringing	No
i	burdened	No
j	fmc	No
q	newry	No
j	zonal	No
z	defun	No
o	unsustainable	No
n	maas	No
q	ghostbusters	No
y	interdependent	No
g	rockwood	No
e	dbe	Yes
d	asda	Yes
m	civics	No
m	literals	No
o	unanticipated	No
i	randal	No
o	seminoles	Yes
h	plist	No
u	tabulated	Yes
d	dandelion	Yes
t	workloads	No
o	chemo	Yes
t	vhdl	No
a	nuance	Yes
p	pretrial	Yes
p	fermilab	No
r	hotplug	No
q	rotator	No
r	krups	Yes
g	myosin	No
b	mtx	No
c	classmate	Yes
n	catechism	No
o	carpool	Yes
i	honky	No
u	matsumoto	Yes
f	driftwood	Yes
m	rosalind	No
e	armpits	No
c	clug	Yes
g	gasolina	Yes
n	caruso	No
h	fsh	Yes
w	giorni	No
f	joysticks	No
r	visualized	No
c	bosworth	No
s	soic	Yes
g	clitoral	No
b	bers	Yes
t	carsten	Yes
o	juin	No
i	bigelow	Yes
v	riverwalk	Yes
r	anointed	No
v	mythological	No
v	convertibles	Yes
d	interspersed	Yes
u	literotica	No
h	pgm	No
b	ringetoner	No
m	tpm	Yes
h	floorplan	No
m	horseman	Yes
x	oscilloscope	No
a	getz	No
f	nervously	No
n	intruders	Yes
h	mgd	No
b	dictators	No
l	levees	Yes
x	chaparral	No
n	nya	Yes
s	decaying	No
r	annandale	No
u	vez	No
h	hillel	Yes
s	jeffries	Yes
h	pacheco	Yes
o	slacker	No
m	muses	Yes
a	miva	Yes
n	sns	Yes
a	gca	Yes
r	xchange	No
t	kraftwerk	Yes
h	bandana	No
f	padlock	No
l	oars	No
l	gilead	Yes
s	classed	Yes
f	informer	Yes
y	pentecostal	No
r	freer	Yes
u	extrapolation	No
q	fennel	No
g	telemark	No
u	toute	Yes
a	calabria	Yes
m	dismantled	Yes
g	spg	Yes
y	overcame	No
q	quy	Yes
q	datasheets	No
h	exertion	No
c	smit	No
d	solidly	Yes
y	flywheel	Yes
c	affidavits	No
q	weaves	No
h	chimera	Yes
c	handkerchief	Yes
q	futons	No
s	interviewees	Yes
x	mosfet	No
h	foaming	No
s	tailors	Yes
s	barbarians	Yes
d	splendour	Yes
a	niveau	Yes
g	maryville	No
r	oskar	Yes
l	ital	Yes
f	sheriffs	Yes
u	quarkxpress	Yes
l	tassel	Yes
t	admiring	No
o	nondiscrimination	Yes
q	republika	No
n	harmonized	Yes
i	khartoum	No
i	icici	Yes
f	leans	No
x	fixings	Yes
t	leith	Yes
g	frankreich	No
s	kickboxing	No
j	baffled	No
t	deming	No
r	deactivated	No
n	wasteful	No
i	caliente	Yes
c	oligonucleotide	Yes
o	crtc	No
q	golgi	No
e	channeling	Yes
d	hertford	Yes
f	stopwatch	No
m	tripoli	No
i	maroc	No
u	lemieux	Yes
j	subscript	No
h	starfleet	No
x	refraction	No
s	odi	No
x	grainger	No
p	substandard	No
n	penzance	Yes
a	fillets	No
t	phenterminephentermine	Yes
k	aztecs	No
p	phoned	Yes
z	consults	No
j	ncl	No
n	gmtime	No
f	convener	No
e	becuase	Yes
a	dailies	Yes
q	dansguardian	No
c	miramax	No
u	busta	Yes
u	maury	Yes
s	hoi	No
c	cng	Yes
o	foils	Yes
r	jizzshot	No
r	retract	Yes
r	moya	No
k	nackt	Yes
h	commercialisation	No
c	cunni	Yes
n	cardinality	Yes
d	machado	Yes
s	inaudible	No
e	nurtured	Yes
c	frantically	Yes
y	buoys	Yes
v	insurances	No
n	tinting	Yes
l	epidemiologic	Yes
y	isset	No
o	burnie	No
i	bushings	Yes
y	radionuclide	No
o	typeface	No
q	tait	No
n	disintegration	Yes
j	changeover	No
i	jian	Yes
s	termites	Yes
w	dotnetnuke	No
b	theologian	No
n	decryption	Yes
n	aquitaine	Yes
c	etnies	No
g	sigmund	Yes
c	subsec	Yes
m	cxx	No
n	individualism	Yes
a	starboard	Yes
r	precludes	Yes
g	burdensome	No
m	grinnell	No
a	alexei	Yes
l	helly	Yes
i	protestors	No
t	signings	No
x	brest	No
x	renown	No
