input1	input2	input3	label
f	w	lxrfvbkj	lxrwvbkj
f	b	tdrwfmc	tdrwbmc
z	l	zqnvbxtgrjl	lqnvbxtgrjl
d	u	bdm	bum
k	v	nkbjpt	nvbjpt
d	o	lfqd	lfqo
k	d	lzwpsdkv	lzwpsddv
r	j	xbzrjpd	xbzjjpd
z	j	rnmzgq	rnmjgq
j	e	kjl	kel
p	d	pcdnq	dcdnq
c	e	pnsck	pnsek
j	e	qtjrm	qterm
n	i	qdwpnkzht	qdwpikzht
h	x	dkmswhx	dkmswxx
q	f	rlsmnzbqpwt	rlsmnzbfpwt
h	a	tgqljmwksrcdnhvx	tgqljmwksrcdnavx
t	r	mtsczq	mrsczq
s	x	gvdrsxwm	gvdrxxwm
l	o	trplbdqv	trpobdqv
q	l	mpq	mpl
f	o	lrf	lro
n	x	whpcnbj	whpcxbj
m	g	wfgm	wfgg
h	i	fjxnghzkq	fjxngizkq
l	u	qnl	qnu
n	g	nvmglk	gvmglk
t	q	hbmktqcws	hbmkqqcws
c	a	ckr	akr
n	y	hswnjp	hswyjp
d	n	dqwkpxt	nqwkpxt
m	b	jhm	jhb
r	a	gpqdcnbfrt	gpqdcnbfat
s	l	srpwhkjg	lrpwhkjg
w	k	qrgnwmtbk	qrgnkmtbk
l	p	vrlg	vrpg
l	s	nckjlsqm	nckjssqm
t	a	djgmtxrh	djgmaxrh
v	h	jvcqhzmlnk	jhcqhzmlnk
k	g	qxwlsk	qxwlsg
w	a	wrhzmb	arhzmb
c	x	vwglc	vwglx
h	z	lmvhn	lmvzn
c	a	cjsl	ajsl
m	c	pxtjmwfz	pxtjcwfz
s	r	mjksn	mjkrn
j	c	jsqfzx	csqfzx
x	d	bfpdjwmglx	bfpdjwmgld
r	g	jnprv	jnpgv
d	o	lhgdjk	lhgojk
r	n	przcnf	pnzcnf
j	x	rjxv	rxxv
d	p	wzkd	wzkp
k	i	gxk	gxi
f	i	fbxgvlw	ibxgvlw
h	t	mhcxpszw	mtcxpszw
k	t	qwhvkcmxps	qwhvtcmxps
l	v	njqhprltdxk	njqhprvtdxk
x	j	xgjcz	jgjcz
g	c	gtfxl	ctfxl
d	g	qcndflbvs	qcngflbvs
v	f	bgtqfv	bgtqff
n	j	dgnf	dgjf
z	n	hwzrjknbcv	hwnrjknbcv
r	f	xvbrs	xvbfs
g	k	fhbgq	fhbkq
m	d	gxckhjvmq	gxckhjvdq
k	z	hdznsprjvwkfb	hdznsprjvwzfb
t	g	qtfcjbdgnl	qgfcjbdgnl
c	x	lngkcq	lngkxq
k	e	bdncfgkpv	bdncfgepv
p	g	jztlpd	jztlgd
b	n	pzkbhwgc	pzknhwgc
k	a	kjt	ajt
q	w	kjlqn	kjlwn
h	c	vbxhtmkdqn	vbxctmkdqn
q	w	mqkplndjzx	mwkplndjzx
g	r	gjdq	rjdq
c	u	rqfcplwbk	rqfuplwbk
q	a	fhksq	fhksa
s	c	pnvqwkxscj	pnvqwkxccj
k	f	nlskqgm	nlsfqgm
m	k	mhp	khp
m	o	pjnbchm	pjnbcho
j	g	pslvjcbr	pslvgcbr
j	l	pwtmcjnrb	pwtmclnrb
g	u	mqghsdr	mquhsdr
l	t	fvpkzjdnrxhl	fvpkzjdnrxht
r	r	fqdtvbr	fqdtvbr
v	n	wdqrhlvks	wdqrhlnks
h	z	hfw	zfw
z	q	cwmzdb	cwmqdb
h	m	vcfhjt	vcfmjt
r	i	zpr	zpi
f	g	gtf	gtg
k	h	fxzkg	fxzhg
l	u	vfndwhskl	vfndwhsku
m	r	vxcmk	vxcrk
p	g	vpjlqn	vgjlqn
b	o	cmghljzfnkdtb	cmghljzfnkdto
n	i	ndzmrsp	idzmrsp
f	g	mhfwdgnzksv	mhgwdgnzksv
t	u	ptlv	pulv
q	t	mgkvbhpq	mgkvbhpt
l	w	tvkl	tvkw
m	b	mdqhjlz	bdqhjlz
c	i	hwzlc	hwzli
z	f	swjzqkp	swjfqkp
k	h	fhkjpnz	fhhjpnz
z	l	znpkfdq	lnpkfdq
t	h	gmrkbsct	gmrkbsch
k	d	xchk	xchd
w	y	tcprwsn	tcprysn
c	h	wcgkqxfzrtld	whgkqxfzrtld
j	v	ntjzqwp	ntvzqwp
n	b	vqbgwrlnzk	vqbgwrlbzk
t	c	trsmnf	crsmnf
r	s	rwxhpv	swxhpv
k	k	kcf	kcf
m	w	gwprm	gwprw
l	v	zxlhrkgj	zxvhrkgj
p	x	pcvhlqjzw	xcvhlqjzw
t	i	fkxjtgwln	fkxjigwln
v	b	sfcbkjdhxrwv	sfcbkjdhxrwb
m	q	pvtmxh	pvtqxh
g	u	kdnpbvgwz	kdnpbvuwz
g	l	wxkmgs	wxkmls
h	x	gtrzwnjhl	gtrzwnjxl
c	p	rckpfvsm	rpkpfvsm
k	k	mwkbh	mwkbh
l	y	bjlrdht	bjyrdht
l	i	lbjvgpthzq	ibjvgpthzq
p	h	pbtmn	hbtmn
k	l	wlkbf	wllbf
n	u	wnlbzxp	wulbzxp
x	j	btmlhqjcwx	btmlhqjcwj
b	u	lnczkxbh	lnczkxuh
l	z	drgfqplj	drgfqpzj
p	d	flxpcvj	flxdcvj
l	f	cnldgj	cnfdgj
s	f	gswnhfkj	gfwnhfkj
z	u	gdrzfxtvqh	gdrufxtvqh
t	p	tvj	pvj
x	q	lbqx	lbqq
v	p	fzxgdvnj	fzxgdpnj
n	c	fjqvnxklphb	fjqvcxklphb
w	j	hwl	hjl
j	c	xjpwrhsv	xcpwrhsv
c	h	cpg	hpg
f	d	vgfjq	vgdjq
r	n	mxcsjztdr	mxcsjztdn
z	n	xvtbzwshkg	xvtbnwshkg
n	f	rsxnhfq	rsxfhfq
w	o	jwzmvgkbq	jozmvgkbq
l	b	plsdm	pbsdm
b	d	chzvgmqblpjrn	chzvgmqdlpjrn
j	f	xvj	xvf
g	d	fnrzg	fnrzd
c	p	cgqz	pgqz
s	y	szx	yzx
p	q	bpt	bqt
l	n	ljnzfbq	njnzfbq
c	t	kcs	kts
v	z	bmxnpkdvc	bmxnpkdzc
j	b	bsjzmv	bsbzmv
w	y	rwt	ryt
c	t	wdcqp	wdtqp
d	v	jcbzdw	jcbzvw
m	g	mvkzdp	gvkzdp
n	d	qtmwsnhlk	qtmwsdhlk
z	l	sbjzfk	sbjlfk
t	v	tlkcmpsjbqx	vlkcmpsjbqx
d	i	xfvd	xfvi
f	s	nfgchzl	nsgchzl
j	a	kfrj	kfra
q	a	mqn	man
s	x	srqngfcjw	xrqngfcjw
b	w	pbmjvkdqwctlzg	pwmjvkdqwctlzg
s	p	dhzlsjfvpgr	dhzlpjfvpgr
l	l	mnlrd	mnlrd
d	r	lhtpsdkbw	lhtpsrkbw
p	n	pfmhgl	nfmhgl
z	x	cjtzrflw	cjtxrflw
g	c	jqzgb	jqzcb
w	u	hwx	hux
k	u	fgwzmkbnt	fgwzmubnt
d	h	hlvds	hlvhs
c	m	cbzdsrkx	mbzdsrkx
w	n	rqlwm	rqlnm
w	b	qjxbfldwnszrthpk	qjxbfldbnszrthpk
j	q	tcjgnzbhqwmk	tcqgnzbhqwmk
n	j	fnsdkx	fjsdkx
s	i	cslxdm	cilxdm
d	j	qhcwxbvsd	qhcwxbvsj
r	y	blrfv	blyfv
b	k	bxdhjflz	kxdhjflz
s	x	kctsn	kctxn
v	j	sgcndmv	sgcndmj
n	d	rbnkgxjlq	rbdkgxjlq
l	m	wvpnjl	wvpnjm
f	h	lbkqzjfv	lbkqzjhv
c	k	vmncfw	vmnkfw
n	n	jsrn	jsrn
n	e	nqbflwzhjk	eqbflwzhjk
s	u	mxzsfp	mxzufp
h	f	hlbg	flbg
z	o	mztwnrkp	motwnrkp
h	o	hpzxrqg	opzxrqg
l	l	lnjpvs	lnjpvs
m	b	rbcnfsmv	rbcnfsbv
x	l	xsm	lsm
w	i	jwnzpf	jinzpf
q	h	fzjqtxm	fzjhtxm
m	r	fpjmnsv	fpjrnsv
n	q	fnxdzsw	fqxdzsw
m	e	nmlpwkx	nelpwkx
x	y	sxfdnrkcq	syfdnrkcq
r	x	bcxjmkprfsv	bcxjmkpxfsv
x	f	ntxhr	ntfhr
w	e	wbmpfrgdtsj	ebmpfrgdtsj
c	y	mvcwxdnj	mvywxdnj
b	p	znwbrp	znwprp
m	h	cjnzfktrwbmqx	cjnzfktrwbhqx
b	e	jxlqktcvb	jxlqktcve
z	k	wqvrlgnzh	wqvrlgnkh
f	z	zbswmkf	zbswmkz
s	m	scmjdtwxhl	mcmjdtwxhl
k	u	ptmlhcvkszgbdq	ptmlhcvuszgbdq
w	j	nwflsdqvcxhtr	njflsdqvcxhtr
w	e	zxsknmjwchdr	zxsknmjechdr
z	z	cxftnrqzhb	cxftnrqzhb
s	d	hnjlwsbmpk	hnjlwdbmpk
n	d	rvkbntwmgj	rvkbdtwmgj
k	d	trwk	trwd
w	t	wst	tst
c	s	wlbrgch	wlbrgsh
r	i	wfhpxr	wfhpxi
m	d	wvbjtmx	wvbjtdx
z	o	zpjfw	opjfw
w	d	vwrftnsk	vdrftnsk
f	h	hqftv	hqhtv
v	n	zntvkbrcmf	zntnkbrcmf
d	w	dvqsl	wvqsl
k	m	rvszwhlkqd	rvszwhlmqd
q	z	vsq	vsz
k	n	fkhlzcdg	fnhlzcdg
m	b	zmlgs	zblgs
z	r	zhxvqpr	rhxvqpr
p	z	lcvrjbpxn	lcvrjbzxn
g	j	rgvs	rjvs
l	p	fbjzlm	fbjzpm
j	p	jmzh	pmzh
c	f	fwncbsdjg	fwnfbsdjg
c	n	nkxc	nkxn
t	y	rpvtwl	rpvywl
x	z	zgwlxpfthq	zgwlzpfthq
g	d	dqzwgcl	dqzwdcl
x	t	xqpthf	tqpthf
p	v	htpgqlmr	htvgqlmr
z	h	zptmsjrfnq	hptmsjrfnq
d	v	zhqdsjwrng	zhqvsjwrng
b	j	hlcbpmw	hlcjpmw
h	a	bhmvzdrgkplf	bamvzdrgkplf
k	u	nstkrmq	nsturmq
q	s	qfpwzlxcks	sfpwzlxcks
j	q	fvxjwgz	fvxqwgz
m	a	wjtqlm	wjtqla
z	s	tmhslz	tmhsls
h	e	xtkhsmcl	xtkesmcl
k	d	sckhpdv	scdhpdv
b	b	bvgsn	bvgsn
m	c	mckpvf	cckpvf
c	q	pvqtzcfgbr	pvqtzqfgbr
q	s	bcqszjvhdpw	bcsszjvhdpw
f	i	pvksf	pvksi
d	c	dbhvfslj	cbhvfslj
d	j	qcpdvgnlwbjz	qcpjvgnlwbjz
m	m	qcgm	qcgm
n	x	nqsrg	xqsrg
w	b	gjhwdvq	gjhbdvq
b	c	nrlsbg	nrlscg
x	y	mxlkpzhc	mylkpzhc
p	z	qmsdzwljtpk	qmsdzwljtzk
z	a	rlnbjz	rlnbja
r	c	rjlswgb	cjlswgb
n	c	spjcdnh	spjcdch
x	a	xcqn	acqn
s	g	stdf	gtdf
d	d	nqvrbdgl	nqvrbdgl
m	i	xjhmgcrz	xjhigcrz
b	e	blmnpr	elmnpr
s	i	cxzslvdg	cxzilvdg
q	b	mhljfrzsq	mhljfrzsb
l	j	prlnf	prjnf
g	s	xldvfgjsrb	xldvfsjsrb
v	k	vpnqw	kpnqw
k	u	vrzkbfs	vrzubfs
c	a	sdftjchlrxb	sdftjahlrxb
q	i	hcgfqkxwsl	hcgfikxwsl
j	c	dqj	dqc
q	t	txq	txt
k	k	vqklxbj	vqklxbj
n	j	qxfnjmh	qxfjjmh
p	m	pqt	mqt
b	u	pnb	pnu
c	x	mcphwk	mxphwk
n	e	kfln	kfle
f	d	ksdbfmnp	ksdbdmnp
m	i	gtmpk	gtipk
q	b	sptqn	sptbn
l	e	tslhfxgkmz	tsehfxgkmz
z	g	fsjphkzrb	fsjphkgrb
w	i	rkwz	rkiz
v	g	mwjkqzlvcgsxh	mwjkqzlgcgsxh
r	l	jrsvzq	jlsvzq
r	k	szmvdgjrtl	szmvdgjktl
q	i	wqkjrvlf	wikjrvlf
z	s	qnwlz	qnwls
c	n	dhcsrbw	dhnsrbw
t	x	qjvwcthbr	qjvwcxhbr
w	r	bvwdgtkjc	bvrdgtkjc
w	f	nzthswxp	nzthsfxp
c	t	rnqlpc	rnqlpt
v	m	qpvj	qpmj
r	d	rxvfz	dxvfz
g	q	gsczrnq	qsczrnq
q	v	mqxlwhcvb	mvxlwhcvb
p	x	nspgbmd	nsxgbmd
v	m	xvqgfrhm	xmqgfrhm
z	c	lrtqz	lrtqc
x	o	lwghkxf	lwghkof
q	n	bdqlg	bdnlg
g	e	gqcdplths	eqcdplths
b	c	rbsqnm	rcsqnm
b	q	lvmsbjx	lvmsqjx
t	k	ftqz	fkqz
n	f	pfns	pffs
g	b	hszfqgtdkc	hszfqbtdkc
q	f	rqdxjwgvlmkt	rfdxjwgvlmkt
q	v	ltczqh	ltczvh
v	e	hbpqvf	hbpqef
v	d	fqmxvcpnr	fqmxdcpnr
b	x	bstfdkx	xstfdkx
n	t	ntsxhrqz	ttsxhrqz
b	p	rbsgfxh	rpsgfxh
d	z	dpnq	zpnq
b	g	dnmbzxcs	dnmgzxcs
r	j	nkrlbtsv	nkjlbtsv
d	j	chpdkj	chpjkj
w	a	fnlgvw	fnlgva
j	r	jwv	rwv
p	a	pjtdzhwfls	ajtdzhwfls
t	q	tprd	qprd
j	s	bhpzwfrjt	bhpzwfrst
b	q	qbchwp	qqchwp
l	l	wnjvqxlkh	wnjvqxlkh
z	r	jrqxzlhmvngc	jrqxrlhmvngc
s	w	btfwqdshvxj	btfwqdwhvxj
l	w	nzxwdkrlpf	nzxwdkrwpf
n	t	tbfwn	tbfwt
q	v	bxcqm	bxcvm
t	p	ftrlsm	fprlsm
w	s	wktq	sktq
r	p	zlmcrfsb	zlmcpfsb
c	z	wbsrndgqcfk	wbsrndgqzfk
m	w	vrmkjcgb	vrwkjcgb
j	m	rdmjk	rdmmk
s	v	qdjckwsf	qdjckwvf
v	k	jvncpmq	jkncpmq
g	f	bcplnjwvgx	bcplnjwvfx
j	y	fdknjvbp	fdknyvbp
d	n	dtrbhk	ntrbhk
r	l	vhgsdjrwpz	vhgsdjlwpz
s	a	hsgp	hagp
w	q	mwld	mqld
d	l	bkfdqc	bkflqc
s	n	jxpws	jxpwn
s	h	sqt	hqt
m	j	bjmpc	bjjpc
k	a	jkzf	jazf
q	g	snvqzgb	snvgzgb
r	l	pjzgmblrs	pjzgmblls
h	n	hbdfvt	nbdfvt
t	f	fptr	fpfr
j	y	vsbjr	vsbyr
l	o	nmlzxgtsrfbv	nmozxgtsrfbv
w	p	xwthfd	xpthfd
n	u	fnwkldb	fuwkldb
m	s	rtxgpnsmd	rtxgpnssd
q	z	vqgdf	vzgdf
w	q	jrzmlkqwng	jrzmlkqqng
r	l	mrdjtqhxv	mldjtqhxv
r	s	wlfnkvjrmsx	wlfnkvjsmsx
v	m	bvnfk	bmnfk
n	k	krwhqcdbpngjf	krwhqcdbpkgjf
b	z	xbr	xzr
t	p	jdt	jdp
t	r	tgplqxj	rgplqxj
z	y	msxzjpfl	msxyjpfl
d	b	spzcdmbq	spzcbmbq
d	j	pdk	pjk
j	w	qdtbsjv	qdtbswv
r	d	fvqgcshr	fvqgcshd
v	e	zvhkmbngsjq	zehkmbngsjq
w	k	fxhdvcwzgl	fxhdvckzgl
p	b	prmfxvstqjz	brmfxvstqjz
r	t	drxtbjm	dtxtbjm
z	i	pkdsfmjzl	pkdsfmjil
f	q	dmbflhnps	dmbqlhnps
z	a	rzndbcmfx	randbcmfx
x	h	frghpxzvk	frghphzvk
d	a	cdsw	casw
p	c	cplt	cclt
v	a	snvfbwdpj	snafbwdpj
z	o	vlzdmrxn	vlodmrxn
j	y	jfhlvkcm	yfhlvkcm
x	n	lbmx	lbmn
w	s	nzw	nzs
l	s	zgsbvqdl	zgsbvqds
q	l	sfhzlqcmkx	sfhzllcmkx
p	f	npxg	nfxg
w	g	pcxsw	pcxsg
n	j	hqpcwsn	hqpcwsj
f	e	hfn	hen
d	s	mbctzgjd	mbctzgjs
c	l	gztkjcqvrn	gztkjlqvrn
h	w	vpdrwnlh	vpdrwnlw
r	l	nrswz	nlswz
v	w	vgcbmzkhjn	wgcbmzkhjn
j	j	pglfsjn	pglfsjn
c	y	qtkrmnzbcfw	qtkrmnzbyfw
t	m	qpwfmtlgk	qpwfmmlgk
b	y	sbn	syn
z	k	vcqkmrdz	vcqkmrdk
x	z	bxsl	bzsl
n	n	zplxnkd	zplxnkd
t	v	xsbkqhwvt	xsbkqhwvv
q	u	vcqjz	vcujz
z	d	cmzrtvx	cmdrtvx
c	f	qzchr	qzfhr
z	c	nbjzl	nbjcl
d	r	hsdc	hsrc
w	z	zfprmhwnj	zfprmhznj
v	d	wrvqfnd	wrdqfnd
h	r	vdlrkwh	vdlrkwr
r	i	hntjkrq	hntjkiq
x	a	pcgx	pcga
k	n	khmfrb	nhmfrb
q	o	gstdfmpq	gstdfmpo
b	z	sxb	sxz
t	g	vtm	vgm
c	f	qmnxbfcsdrl	qmnxbffsdrl
n	v	wqcxvtmn	wqcxvtmv
f	w	vrcwgpfjxl	vrcwgpwjxl
g	a	rtgdlqxp	rtadlqxp
c	y	lzdvjfrc	lzdvjfry
w	f	zdpjsw	zdpjsf
l	n	shrtl	shrtn
l	h	rsfxlqn	rsfxhqn
n	n	nxrtj	nxrtj
c	g	czphdsvlj	gzphdsvlj
s	j	shzxkc	jhzxkc
k	f	nkxtcpfqs	nfxtcpfqs
r	t	lrgvdtn	ltgvdtn
t	m	bmxst	bmxsm
s	e	sqkhwrjxd	eqkhwrjxd
p	u	chp	chu
q	d	lvqhnt	lvdhnt
c	k	xwvcjz	xwvkjz
t	e	xsprhtj	xsprhej
m	l	sgmnkc	sglnkc
z	x	znthrxl	xnthrxl
q	d	sqlxw	sdlxw
f	m	xtvfgm	xtvmgm
g	o	mdcjgrsqv	mdcjorsqv
c	i	zvkjrcg	zvkjrig
x	c	hpjgxk	hpjgck
j	u	rnzpqhjmbg	rnzpqhumbg
t	h	hctjswgl	hchjswgl
s	w	bscjpv	bwcjpv
m	t	mksxh	tksxh
d	b	lrgqbdnzw	lrgqbbnzw
p	o	kpxwhlmq	koxwhlmq
d	z	vdnjtkq	vznjtkq
x	v	xbfsqwpvck	vbfsqwpvck
k	v	rsvkhpzj	rsvvhpzj
s	g	qpjbks	qpjbkg
m	q	mpcwtzfs	qpcwtzfs
m	t	mwt	twt
h	g	qphb	qpgb
f	c	fgzvb	cgzvb
m	k	pdktbgmq	pdktbgkq
s	u	gjnwtkslm	gjnwtkulm
q	h	hjczsqr	hjczshr
h	g	glh	glg
b	n	sfzxvtwbr	sfzxvtwnr
p	o	npqv	noqv
h	r	xktfwhjs	xktfwrjs
s	m	tbmgcsrqk	tbmgcmrqk
n	d	mhbklngzxj	mhbkldgzxj
p	h	rfp	rfh
l	c	dfxmslgkh	dfxmscgkh
w	b	zhdvsw	zhdvsb
z	e	bxdhzvf	bxdhevf
s	q	kstw	kqtw
m	i	lkmw	lkiw
d	a	gdlhpfqtsx	galhpfqtsx
d	i	fnbxd	fnbxi
b	l	dczbkrmw	dczlkrmw
q	h	cxblvqhdnpkg	cxblvhhdnpkg
n	i	rqn	rqi
m	x	rmdksz	rxdksz
d	i	gqdnthbv	gqinthbv
f	d	ndf	ndd
v	l	svnpm	slnpm
p	y	dpsglnwz	dysglnwz
p	f	gdnfp	gdnff
s	f	lstzhfg	lftzhfg
f	x	vfm	vxm
z	f	zdxn	fdxn
n	g	jdmtzcsnhk	jdmtzcsghk
d	t	dspr	tspr
c	b	kljpzcvd	kljpzbvd
p	t	pbhzjq	tbhzjq
c	t	ncmzxkhrq	ntmzxkhrq
b	d	dwbq	dwdq
j	h	jkw	hkw
d	s	kxmdjqgnh	kxmsjqgnh
r	k	trnszf	tknszf
g	g	hkrgjb	hkrgjb
d	p	dzjrgw	pzjrgw
h	i	dhtwl	ditwl
p	b	rxpwqfh	rxbwqfh
c	i	cspghbjz	ispghbjz
f	l	mzkjnhfrc	mzkjnhlrc
p	m	srpg	srmg
t	r	hmt	hmr
f	d	lhfdckqtsxg	lhddckqtsxg
k	k	ghdpfjrklb	ghdpfjrklb
w	a	wlncdgf	alncdgf
g	b	zxntljgb	zxntljbb
b	f	bdvkmw	fdvkmw
t	b	tlgvq	blgvq
t	k	vcnhfstp	vcnhfskp
x	w	ctx	ctw
l	n	dwxlv	dwxnv
b	t	bnv	tnv
x	x	rxsdnzfcmw	rxsdnzfcmw
h	r	ghbfl	grbfl
q	f	blvwjhq	blvwjhf
r	x	dmlhrktcnqzjx	dmlhxktcnqzjx
s	t	gtscdx	gttcdx
r	o	dxvrqp	dxvoqp
s	b	jrsvcbmpfh	jrbvcbmpfh
j	v	jvbqgcklznxrm	vvbqgcklznxrm
p	r	pdslwgr	rdslwgr
f	c	wnf	wnc
b	g	kqsrmhbt	kqsrmhgt
w	r	qmw	qmr
w	r	zhtmbw	zhtmbr
z	i	pwzdjq	pwidjq
g	b	bgp	bbp
m	o	xlvmfsdbh	xlvofsdbh
v	n	mwvcpxnql	mwncpxnql
k	i	jkl	jil
s	s	jhks	jhks
t	z	nwphtq	nwphzq
s	l	zsqpwnmx	zlqpwnmx
z	z	dbnzmrq	dbnzmrq
k	w	nvgk	nvgw
p	v	jph	jvh
x	f	wgrlhxpmjtfd	wgrlhfpmjtfd
h	o	rxgfzhvpjqln	rxgfzovpjqln
t	e	fth	feh
v	p	gxnvhf	gxnphf
v	g	skvt	skgt
r	y	zlfxvgkrdwj	zlfxvgkydwj
d	f	sgdhkmp	sgfhkmp
j	h	jczwqkvxh	hczwqkvxh
d	a	kdsv	kasv
j	a	msjpfqv	msapfqv
m	u	mkgrfxdjlsh	ukgrfxdjlsh
c	j	rhct	rhjt
w	m	dzwmrtl	dzmmrtl
s	n	grzsvhp	grznvhp
q	o	rxpwqb	rxpwob
k	j	mjbvzrxks	mjbvzrxjs
t	r	rqvctbmgxpdn	rqvcrbmgxpdn
g	g	hbpdvzmwjg	hbpdvzmwjg
d	t	drszpb	trszpb
w	q	tbhxqgw	tbhxqgq
x	b	xnjtqr	bnjtqr
q	c	hqdvcjtz	hcdvcjtz
p	r	bqlpsn	bqlrsn
l	l	wshnflcb	wshnflcb
z	j	nprcdztq	nprcdjtq
w	i	mlfxkqcw	mlfxkqci
h	o	zmqdphwg	zmqdpowg
b	x	gpknbrwls	gpknxrwls
r	y	xbsrljq	xbsyljq
m	m	gqzwnmjkps	gqzwnmjkps
m	h	qvnxzdgcm	qvnxzdgch
t	x	cfvthp	cfvxhp
h	q	xhrz	xqrz
m	t	hmwftknsx	htwftknsx
c	q	qbcptfw	qbqptfw
p	i	grcdhklsqwp	grcdhklsqwi
w	g	bsthwqd	bsthgqd
x	f	bqvwx	bqvwf
b	c	lgnbsck	lgncsck
n	m	bnx	bmx
r	d	fvkrmq	fvkdmq
m	t	nszm	nszt
l	a	fldwh	fadwh
d	h	hdrgfwqj	hhrgfwqj
h	r	shxzgdr	srxzgdr
g	m	ngtdljwkqv	nmtdljwkqv
b	l	fkb	fkl
w	d	fswgc	fsdgc
r	v	chgr	chgv
m	b	msx	bsx
b	b	skjgbt	skjgbt
p	e	vcqmskpr	vcqmsker
n	z	fcjnwsv	fcjzwsv
s	f	tzrwgsbjhf	tzrwgfbjhf
v	t	clxv	clxt
n	t	hsnkpl	hstkpl
v	v	tbznmpwvldxk	tbznmpwvldxk
w	h	kwq	khq
j	i	gpmhjlcvnxqkb	gpmhilcvnxqkb
p	p	txzkhfqpr	txzkhfqpr
p	t	fvbqgpsjnm	fvbqgtsjnm
g	p	dgkwpmx	dpkwpmx
f	w	vdflkn	vdwlkn
z	r	czwbn	crwbn
g	z	bgr	bzr
w	q	pfrwt	pfrqt
c	g	qvc	qvg
x	m	nkbxvmtz	nkbmvmtz
x	k	wxrhmpft	wkrhmpft
n	k	kvrwjbnz	kvrwjbkz
n	i	jdntvx	jditvx
k	n	cqbfdvpktg	cqbfdvpntg
b	b	bfk	bfk
l	p	cfbl	cfbp
v	f	dbgjmnfvq	dbgjmnffq
b	r	bwzj	rwzj
b	m	bgm	mgm
p	r	kjqp	kjqr
w	k	dwp	dkp
n	x	nqjxsf	xqjxsf
r	q	cnrjsxh	cnqjsxh
v	q	tbfvmsw	tbfqmsw
d	r	tdgljh	trgljh
l	j	qrzkl	qrzkj
d	d	svhkrdxgw	svhkrdxgw
b	j	bhxpzvdqr	jhxpzvdqr
p	a	wjcsxtqhmkp	wjcsxtqhmka
c	y	fktgphbvcrj	fktgphbvyrj
x	v	gxmbrqzpnjdv	gvmbrqzpnjdv
l	l	lhwxrpd	lhwxrpd
x	x	hmgdrwkxfp	hmgdrwkxfp
j	z	zjl	zzl
b	a	gbvdmwjq	gavdmwjq
f	f	rqfznchlk	rqfznchlk
c	f	rgzbncmtvf	rgzbnfmtvf
g	m	rgl	rml
l	m	tblvjgm	tbmvjgm
k	d	lhxfktn	lhxfdtn
z	j	tdz	tdj
h	r	bqcgnrh	bqcgnrr
g	h	gwmlsck	hwmlsck
m	w	xfnlmcb	xfnlwcb
c	m	xncbzpht	xnmbzpht
x	o	skjqx	skjqo
n	a	wghvzqxnjb	wghvzqxajb
p	e	lxphjs	lxehjs
t	d	tfdqbs	dfdqbs
x	k	xjlntp	kjlntp
c	f	qmvgchf	qmvgfhf
j	p	tgjc	tgpc
q	i	gznwqt	gznwit
b	e	mpsfdbwln	mpsfdewln
b	z	hgrkdbs	hgrkdzs
b	c	lqpshnwtvrcb	lqpshnwtvrcc
b	d	brdzvkw	drdzvkw
p	m	jfnpwzshxg	jfnmwzshxg
r	j	rzlqjdpn	jzlqjdpn
n	b	wxvrsnl	wxvrsbl
q	b	mfnbqd	mfnbbd
k	h	crkdjzn	crhdjzn
q	e	qjwrdnhb	ejwrdnhb
c	c	brcvzm	brcvzm
h	c	cbkhd	cbkcd
r	u	rldxwgthfqsmj	uldxwgthfqsmj
l	b	ltvskg	btvskg
v	k	stbzvw	stbzkw
r	p	grzm	gpzm
p	y	nhplbmq	nhylbmq
g	i	xwfcmgkp	xwfcmikp
t	x	glcnqhtjm	glcnqhxjm
p	p	kpf	kpf
q	j	zbqt	zbjt
v	q	vzps	qzps
h	o	vzxrnbwhdpc	vzxrnbwodpc
d	k	zsndw	zsnkw
h	x	jzh	jzx
k	w	pvlckxd	pvlcwxd
s	j	sbjx	jbjx
v	q	lvn	lqn
f	n	zxvfqkc	zxvnqkc
r	r	fvdkxrplsbg	fvdkxrplsbg
j	i	slhgjxrwtkz	slhgixrwtkz
t	e	tqznk	eqznk
n	i	wvfzsnh	wvfzsih
q	j	nfsbwq	nfsbwj
h	f	hmtzjxfwqr	fmtzjxfwqr
d	m	gnflsd	gnflsm
v	w	dclwbtv	dclwbtw
c	u	rcb	rub
s	i	tdzsrwc	tdzirwc
m	p	xmdcj	xpdcj
r	w	qtzrp	qtzwp
f	n	fqb	nqb
q	n	pjkcqxznl	pjkcnxznl
t	o	clbpktq	clbpkoq
p	e	rxbpflvkd	rxbeflvkd
w	j	wbj	jbj
b	j	bkw	jkw
k	z	kdlj	zdlj
v	i	vfk	ifk
l	n	bcql	bcqn
f	y	fmjp	ymjp
r	f	xrfs	xffs
t	c	hct	hcc
l	i	lhq	ihq
d	o	tpd	tpo
g	r	mbhgnpkdqc	mbhrnpkdqc
j	n	dvtsj	dvtsn
s	l	brxgjfhtlnvdsm	brxgjfhtlnvdlm
j	w	txjc	txwc
d	u	prvncqmksgfd	prvncqmksgfu
w	k	smbwjx	smbkjx
q	e	kfmjtqlshnwvgb	kfmjtelshnwvgb
f	f	vsntfjr	vsntfjr
k	o	gxlqpwtcnsk	gxlqpwtcnso
v	j	dbrfvlz	dbrfjlz
f	q	ckvgdbf	ckvgdbq
